Momento;CI;edad;riesgo;departamento
2;400179;29;0;PDU
2;400180;82;3;MDEO
2;400181;67;3;PDE
2;400182;68;3;MDEO
2;400183;29;0;TBO
2;400184;50;0;MDEO
2;400185;20;0;MDEO
2;400186;28;0;MDEO
2;400187;30;0;TBO
2;400188;79;5;MDEO
2;400189;84;2;MDEO
2;400190;87;1;PDU
2;400191;35;0;PDU
2;400192;20;0;PDE
2;400193;26;0;PDE
2;400194;40;0;SALTO
2;400195;71;1;PDE
2;400196;31;0;MDEO
2;400197;29;0;MDEO
2;400198;41;5;PDE
2;400199;46;0;TBO
2;400200;54;0;TBO
2;400201;45;2;TBO
2;400202;60;0;SALTO
2;400203;58;0;PDE
2;400204;41;0;PDU
2;400205;38;0;SALTO
2;400206;54;3;TBO
2;400207;29;0;PDU
2;400208;38;0;TBO
2;400209;51;0;MDEO
2;400210;79;4;PDU
2;400211;62;0;SALTO
2;400212;54;5;PDE
2;400213;62;0;MDEO
2;400214;61;0;MDEO
2;400215;23;0;TBO
2;400216;41;0;PDE
2;400217;38;0;SALTO
2;400218;70;5;PDU
2;400219;56;0;SALTO
2;400220;22;0;PDU
2;400221;42;0;TBO
2;400222;27;0;PDU
2;400223;56;0;SALTO
2;400224;60;0;MDEO
2;400225;22;0;PDU
2;400226;51;3;PDE
2;400227;62;0;PDU
2;400228;33;0;MDEO
2;400229;25;1;PDE
2;400230;58;0;SALTO
2;400231;74;2;PDU
2;400232;49;0;PDE
2;400233;82;3;PDU
2;400234;38;0;PDE
2;400235;67;4;SALTO
2;400236;86;5;PDU
2;400237;86;2;TBO
2;400238;89;3;MDEO
2;400239;74;3;MDEO
2;400240;23;0;PDE
2;400241;63;0;MDEO
2;400242;25;2;PDU
2;400243;60;0;PDE
2;400244;20;0;TBO
2;400245;88;5;PDU
2;400246;71;1;MDEO
2;400247;26;0;SALTO
2;400248;61;0;PDU
2;400249;25;0;TBO
2;400250;75;1;PDE
2;400251;83;1;PDE
2;400252;76;5;TBO
2;400253;51;0;PDE
2;400254;50;0;PDE
2;400255;27;0;SALTO
2;400256;55;0;SALTO
2;400257;31;0;TBO
2;400258;25;0;SALTO
2;400259;73;1;PDE
2;400260;48;0;PDE
2;400261;56;0;TBO
2;400262;19;0;TBO
2;400263;87;5;MDEO
2;400264;77;5;PDU
2;400265;25;0;SALTO
2;400266;64;0;TBO
2;400267;61;5;TBO
2;400268;50;3;SALTO
2;400269;77;4;SALTO
2;400270;70;2;PDE
2;400271;73;2;MDEO
2;400272;63;0;PDU
2;400273;38;0;SALTO
2;400274;76;1;PDE
2;400275;34;3;PDE
2;400276;70;3;SALTO
2;400277;57;0;SALTO
2;400278;24;0;PDU
2;400279;37;4;PDU
2;400280;70;5;PDE
2;400281;44;0;PDE
2;400282;68;5;PDE
2;400283;58;0;MDEO
2;400284;22;0;SALTO
2;400285;18;0;PDU
2;400286;35;0;MDEO
2;400287;38;0;TBO
2;400288;57;0;TBO
2;400289;61;5;MDEO
2;400290;62;0;SALTO
2;400291;72;5;SALTO
2;400292;43;0;PDU
2;400293;78;3;SALTO
2;400294;38;0;TBO
2;400295;71;2;TBO
2;400296;60;0;MDEO
2;400297;54;2;MDEO
2;400298;19;0;PDU
2;400299;50;0;SALTO
2;400300;49;0;PDU
2;400301;44;0;PDE
2;400302;54;0;MDEO
2;400303;21;0;PDE
2;400304;24;0;TBO
2;400305;52;0;MDEO
2;400306;57;0;PDU
2;400307;30;0;TBO
2;400308;22;0;MDEO
2;400309;89;2;PDU
2;400310;28;0;MDEO
2;400311;31;0;MDEO
2;400312;72;2;TBO
2;400313;68;5;SALTO
2;400314;52;0;SALTO
2;400315;25;0;SALTO
2;400316;51;0;PDE
2;400317;82;5;PDE
2;400318;50;0;PDE
2;400319;46;0;SALTO
2;400320;68;2;TBO
2;400321;84;1;PDU
2;400322;43;0;SALTO
2;400323;22;1;TBO
2;400324;28;0;MDEO
2;400325;41;0;SALTO
2;400326;39;0;MDEO
2;400327;41;0;SALTO
2;400328;72;3;TBO
2;400329;44;2;TBO
2;400330;25;0;TBO
2;400331;83;5;PDU
2;400332;21;0;PDE
2;400333;48;0;TBO
2;400334;43;1;PDE
2;400335;45;0;PDU
2;400336;28;5;PDU
2;400337;46;0;PDU
2;400338;35;0;PDE
2;400339;22;0;MDEO
2;400340;38;0;PDE
2;400341;56;0;PDE
2;400342;19;0;SALTO
2;400343;46;0;SALTO
2;400344;45;0;SALTO
2;400345;59;4;MDEO
2;400346;18;0;TBO
2;400347;53;0;PDE
2;400348;33;5;SALTO
2;400349;84;5;TBO
2;400350;44;0;TBO
2;400351;41;0;TBO
2;400352;77;1;MDEO
2;400353;71;4;PDE
2;400354;43;0;SALTO
2;400355;52;0;PDU
2;400356;38;0;SALTO
2;400357;23;3;MDEO
2;400358;25;0;SALTO
2;400359;77;1;PDE
2;400360;57;0;PDE
2;400361;52;0;MDEO
2;400362;50;0;SALTO
2;400363;54;0;PDU
2;400364;73;4;MDEO
2;400365;75;2;SALTO
2;400366;84;2;PDE
2;400367;31;0;SALTO
2;400368;67;3;PDU
2;400369;24;0;SALTO
2;400370;18;3;TBO
2;400371;20;0;PDU
2;400372;70;5;TBO
2;400373;85;4;PDE
2;400374;42;0;PDU
2;400375;45;0;TBO
2;400376;34;0;TBO
2;400377;68;3;MDEO
2;400378;64;0;PDU
2;400379;32;0;PDU
3;400380;40;4;PDE
3;400381;29;0;PDU
3;400382;23;2;PDE
3;400383;30;0;MDEO
3;400384;76;2;PDU
3;400385;71;5;PDU
3;400386;80;3;SALTO
3;400387;89;2;MDEO
3;400388;59;0;SALTO
3;400389;18;0;SALTO
3;400390;85;1;SALTO
3;400391;25;0;PDU
3;400392;77;4;MDEO
3;400393;44;0;PDU
3;400394;18;0;PDU
3;400395;56;0;PDE
3;400396;58;1;PDE
3;400397;70;4;TBO
3;400398;39;0;TBO
3;400399;47;0;SALTO
3;400400;58;0;SALTO
3;400401;53;0;PDE
3;400402;77;1;SALTO
3;400403;88;2;TBO
3;400404;87;2;MDEO
3;400405;47;0;PDE
3;400406;43;0;TBO
3;400407;57;0;SALTO
3;400408;73;2;SALTO
3;400409;35;0;SALTO
3;400410;19;0;SALTO
3;400411;53;0;MDEO
3;400412;18;0;PDE
3;400413;81;4;PDU
3;400414;25;0;TBO
3;400415;51;0;TBO
3;400416;33;0;SALTO
3;400417;51;0;MDEO
3;400418;41;0;PDU
3;400419;71;4;PDU
3;400420;39;0;SALTO
3;400421;57;0;MDEO
3;400422;57;0;PDE
3;400423;18;0;PDE
3;400424;67;3;TBO
3;400425;56;0;PDE
3;400426;46;0;PDE
3;400427;79;4;TBO
3;400428;44;0;SALTO
3;400429;54;0;MDEO
3;400430;53;0;MDEO
3;400431;86;4;MDEO
3;400432;19;0;PDU
3;400433;60;0;SALTO
3;400434;76;5;MDEO
3;400435;88;5;TBO
3;400436;34;0;TBO
3;400437;86;3;PDU
3;400438;33;0;PDE
3;400439;29;0;MDEO
3;400440;28;0;PDU
3;400441;49;0;TBO
3;400442;58;0;PDU
3;400443;86;3;SALTO
3;400444;26;0;PDE
3;400445;83;3;TBO
3;400446;38;0;TBO
3;400447;84;2;MDEO
3;400448;37;0;PDE
3;400449;25;0;TBO
3;400450;53;0;PDE
3;400451;51;0;PDE
3;400452;49;0;SALTO
3;400453;40;0;PDE
3;400454;27;0;PDE
3;400455;57;0;TBO
3;400456;60;0;PDE
3;400457;45;0;PDU
3;400458;49;0;TBO
3;400459;67;4;SALTO
3;400460;31;0;MDEO
3;400461;52;0;SALTO
3;400462;69;5;MDEO
3;400463;36;0;TBO
3;400464;33;0;MDEO
3;400465;49;0;PDE
3;400466;67;1;SALTO
3;400467;79;2;MDEO
3;400468;78;4;PDE
3;400469;59;0;SALTO
3;400470;34;0;SALTO
3;400471;34;0;PDE
3;400472;34;0;PDE
3;400473;39;0;PDE
3;400474;76;3;TBO
3;400475;46;0;MDEO
3;400476;61;0;TBO
3;400477;68;1;MDEO
3;400478;22;0;SALTO
3;400479;34;2;TBO
3;400480;75;4;SALTO
3;400481;68;1;TBO
3;400482;59;0;PDU
3;400483;64;0;PDU
3;400484;78;3;PDE
3;400485;80;2;MDEO
3;400486;46;0;TBO
3;400487;47;0;MDEO
3;400488;25;0;MDEO
3;400489;62;0;PDU
3;400490;36;0;PDU
3;400491;25;0;MDEO
3;400492;83;3;TBO
3;400493;53;0;TBO
3;400494;58;0;SALTO
3;400495;86;2;PDE
3;400496;32;0;MDEO
3;400497;60;0;SALTO
3;400498;41;0;SALTO
3;400499;48;0;PDE
3;400500;39;0;SALTO
3;400501;56;0;MDEO
3;400502;71;4;PDU
3;400503;52;0;SALTO
3;400504;62;0;PDU
3;400505;60;0;PDE
3;400506;68;3;PDU
3;400507;89;5;PDU
3;400508;55;0;TBO
3;400509;55;0;MDEO
3;400510;89;5;SALTO
3;400511;87;4;SALTO
3;400512;25;0;PDE
3;400513;18;3;PDU
3;400514;30;0;TBO
3;400515;82;1;MDEO
3;400516;31;0;SALTO
3;400517;20;0;PDE
3;400518;29;0;MDEO
3;400519;72;1;SALTO
3;400520;18;0;MDEO
3;400521;75;4;TBO
3;400522;18;0;SALTO
3;400523;46;5;PDE
3;400524;73;4;PDE
3;400525;24;1;MDEO
3;400526;61;0;MDEO
3;400527;78;4;PDE
3;400528;42;0;TBO
3;400529;56;0;SALTO
3;400530;71;5;MDEO
3;400531;34;0;MDEO
3;400532;54;0;SALTO
3;400533;26;0;MDEO
3;400534;68;1;PDE
3;400535;41;0;TBO
3;400536;32;0;SALTO
3;400537;30;0;PDU
3;400538;64;0;TBO
3;400539;34;0;TBO
4;400540;44;0;TBO
4;400541;21;0;SALTO
4;400542;88;5;MDEO
4;400543;34;0;MDEO
4;400544;60;0;PDU
4;400545;27;0;TBO
4;400546;48;0;PDE
4;400547;86;2;PDU
4;400548;32;0;MDEO
4;400549;29;0;PDE
4;400550;73;1;PDE
4;400551;37;0;PDU
4;400552;30;0;MDEO
4;400553;68;5;MDEO
4;400554;61;0;SALTO
4;400555;88;2;SALTO
4;400556;83;5;TBO
4;400557;65;4;TBO
4;400558;39;0;TBO
4;400559;22;0;PDU
4;400560;63;0;SALTO
4;400561;85;4;TBO
4;400562;40;0;PDU
4;400563;74;5;PDE
4;400564;66;5;TBO
4;400565;36;0;PDE
4;400566;86;1;PDE
4;400567;26;0;PDU
4;400568;41;0;TBO
4;400569;63;0;TBO
4;400570;29;4;SALTO
4;400571;46;2;PDE
4;400572;22;0;PDE
4;400573;61;0;PDU
4;400574;23;0;MDEO
4;400575;76;1;PDE
4;400576;30;0;MDEO
4;400577;56;0;SALTO
4;400578;81;1;PDU
4;400579;38;0;PDU
4;400580;85;2;MDEO
4;400581;59;0;MDEO
4;400582;71;3;SALTO
4;400583;33;0;PDU
4;400584;38;0;PDU
4;400585;30;0;PDE
4;400586;47;1;SALTO
4;400587;42;0;MDEO
4;400588;58;0;PDE
4;400589;20;0;MDEO
4;400590;82;2;MDEO
4;400591;26;0;PDU
4;400592;27;0;SALTO
4;400593;74;1;SALTO
4;400594;79;4;PDE
4;400595;49;0;TBO
4;400596;48;0;PDE
4;400597;54;0;MDEO
4;400598;49;0;PDE
4;400599;33;0;MDEO
4;400600;67;3;MDEO
4;400601;77;3;TBO
4;400602;25;0;PDU
4;400603;46;0;TBO
4;400604;78;2;SALTO
4;400605;38;0;MDEO
4;400606;40;1;PDE
4;400607;46;0;SALTO
4;400608;89;2;PDE
4;400609;28;0;SALTO
4;400610;64;1;MDEO
4;400611;57;0;MDEO
4;400612;77;4;PDE
4;400613;45;0;PDE
4;400614;76;2;PDU
4;400615;54;0;TBO
4;400616;71;4;PDE
4;400617;36;0;PDE
4;400618;59;0;PDE
4;400619;35;0;SALTO
4;400620;52;0;MDEO
4;400621;42;1;MDEO
4;400622;57;0;PDU
4;400623;84;3;TBO
4;400624;41;0;MDEO
4;400625;69;3;TBO
4;400626;84;3;SALTO
4;400627;22;0;TBO
4;400628;67;4;SALTO
4;400629;53;0;PDE
4;400630;67;1;TBO
4;400631;47;0;TBO
4;400632;79;1;PDE
4;400633;40;0;SALTO
4;400634;89;1;PDE
4;400635;77;4;PDU
4;400636;63;0;PDU
4;400637;57;3;PDU
4;400638;61;5;MDEO
4;400639;63;5;PDE
4;400640;73;4;PDU
4;400641;18;0;TBO
4;400642;39;0;PDU
4;400643;59;0;PDU
4;400644;33;0;PDE
4;400645;60;0;TBO
4;400646;33;0;PDU
4;400647;82;5;TBO
4;400648;77;5;MDEO
4;400649;58;0;MDEO
4;400650;40;0;PDU
4;400651;24;0;SALTO
4;400652;19;0;PDU
4;400653;49;0;PDE
4;400654;34;1;TBO
4;400655;49;0;SALTO
4;400656;87;4;SALTO
4;400657;33;0;SALTO
4;400658;77;4;MDEO
4;400659;40;0;SALTO
4;400660;77;4;MDEO
4;400661;22;0;PDE
4;400662;25;0;PDE
4;400663;34;0;PDU
4;400664;32;0;MDEO
4;400665;34;0;PDE
4;400666;47;3;PDU
4;400667;21;0;SALTO
4;400668;42;0;PDU
4;400669;21;0;MDEO
4;400670;77;1;PDU
4;400671;68;1;PDU
4;400672;41;0;PDE
4;400673;62;0;MDEO
4;400674;66;5;TBO
4;400675;54;0;MDEO
4;400676;38;0;MDEO
4;400677;33;0;PDU
4;400678;83;4;PDE
4;400679;75;1;PDU
4;400680;33;0;MDEO
4;400681;77;2;PDU
4;400682;25;0;PDE
5;400683;40;2;MDEO
5;400684;45;0;MDEO
5;400685;80;2;SALTO
5;400686;37;0;TBO
5;400687;67;4;SALTO
5;400688;18;0;TBO
5;400689;19;0;TBO
5;400690;32;0;PDE
5;400691;57;0;PDU
5;400692;26;0;TBO
5;400693;59;1;PDE
5;400694;18;0;SALTO
5;400695;35;0;PDE
5;400696;30;0;PDE
5;400697;51;0;PDE
5;400698;61;0;TBO
5;400699;26;0;MDEO
5;400700;30;0;PDU
5;400701;86;4;PDU
5;400702;88;4;PDU
5;400703;36;0;SALTO
5;400704;37;0;MDEO
5;400705;24;1;MDEO
5;400706;38;0;PDE
5;400707;89;2;PDE
5;400708;54;0;PDE
5;400709;56;0;SALTO
5;400710;72;5;MDEO
5;400711;61;0;TBO
5;400712;35;0;PDE
5;400713;86;2;SALTO
5;400714;79;4;SALTO
5;400715;38;0;PDU
5;400716;87;2;PDE
5;400717;61;5;PDU
5;400718;25;0;SALTO
5;400719;23;0;PDE
5;400720;86;5;PDU
5;400721;66;5;MDEO
5;400722;54;0;MDEO
5;400723;53;0;TBO
5;400724;74;1;MDEO
5;400725;22;3;TBO
5;400726;26;0;TBO
5;400727;20;0;PDU
5;400728;89;4;SALTO
5;400729;30;0;TBO
5;400730;80;3;TBO
5;400731;27;0;TBO
5;400732;59;1;MDEO
5;400733;81;3;PDU
5;400734;72;4;PDE
5;400735;57;0;PDE
5;400736;71;4;PDE
5;400737;26;0;SALTO
5;400738;60;0;PDU
5;400739;56;0;PDE
5;400740;33;0;PDU
5;400741;59;0;PDE
5;400742;48;0;PDE
5;400743;28;0;MDEO
5;400744;22;0;PDU
5;400745;65;0;SALTO
5;400746;35;0;MDEO
5;400747;56;0;TBO
5;400748;70;4;PDE
5;400749;83;4;PDE
5;400750;44;4;TBO
5;400751;36;0;SALTO
5;400752;25;0;MDEO
5;400753;77;4;PDU
5;400754;53;0;MDEO
5;400755;40;0;PDU
5;400756;46;0;MDEO
5;400757;69;3;TBO
5;400758;66;5;MDEO
5;400759;81;4;PDU
5;400760;31;0;MDEO
5;400761;38;0;PDU
5;400762;54;0;SALTO
5;400763;89;2;TBO
5;400764;28;0;MDEO
5;400765;22;0;TBO
5;400766;73;4;SALTO
5;400767;87;3;MDEO
5;400768;86;3;PDU
5;400769;74;4;PDU
5;400770;60;0;SALTO
5;400771;72;1;PDE
5;400772;62;0;MDEO
5;400773;49;0;PDE
5;400774;87;1;TBO
5;400775;34;0;SALTO
5;400776;80;3;MDEO
5;400777;82;1;SALTO
5;400778;26;0;PDE
5;400779;76;5;PDU
5;400780;29;0;PDE
5;400781;23;0;TBO
5;400782;42;0;PDE
5;400783;74;1;SALTO
5;400784;70;1;TBO
5;400785;56;0;SALTO
5;400786;30;4;SALTO
5;400787;78;5;SALTO
5;400788;72;4;PDU
5;400789;23;0;MDEO
5;400790;29;0;PDE
5;400791;20;0;SALTO
5;400792;31;0;SALTO
5;400793;51;0;SALTO
5;400794;73;1;MDEO
5;400795;61;0;TBO
5;400796;68;2;PDU
5;400797;83;4;PDE
5;400798;48;0;SALTO
5;400799;26;0;PDE
5;400800;46;0;MDEO
5;400801;21;0;PDE
5;400802;78;1;MDEO
5;400803;60;0;PDE
5;400804;19;0;PDE
5;400805;39;0;PDU
5;400806;65;0;TBO
5;400807;65;2;MDEO
5;400808;49;0;MDEO
5;400809;20;0;PDU
5;400810;50;0;PDU
5;400811;32;0;TBO
5;400812;81;3;PDE
5;400813;58;0;SALTO
5;400814;73;2;PDU
5;400815;52;1;TBO
5;400816;40;0;PDU
5;400817;39;0;PDU
5;400818;63;0;MDEO
5;400819;79;4;PDU
5;400820;39;0;MDEO
5;400821;82;5;TBO
5;400822;77;3;PDE
5;400823;82;5;PDE
5;400824;45;0;TBO
5;400825;41;0;PDU
5;400826;44;2;PDE
5;400827;67;4;SALTO
5;400828;33;0;PDE
5;400829;72;2;TBO
5;400830;50;0;MDEO
5;400831;32;0;MDEO
5;400832;35;4;SALTO
5;400833;58;0;PDU
5;400834;62;0;PDE
5;400835;23;0;PDU
5;400836;19;0;MDEO
5;400837;64;0;MDEO
5;400838;80;5;TBO
5;400839;51;0;MDEO
5;400840;78;5;MDEO
5;400841;60;0;PDE
5;400842;87;2;TBO
5;400843;65;0;TBO
5;400844;50;0;TBO
5;400845;66;5;TBO
5;400846;49;0;TBO
5;400847;66;3;TBO
5;400848;65;0;MDEO
5;400849;30;0;PDU
5;400850;36;0;TBO
5;400851;32;2;SALTO
5;400852;52;0;TBO
5;400853;38;0;TBO
5;400854;66;2;MDEO
5;400855;32;0;TBO
5;400856;83;3;MDEO
5;400857;61;0;SALTO
5;400858;77;4;TBO
5;400859;65;0;TBO
5;400860;65;0;MDEO
