Momento;CI;edad;riesgo;departamento
4;100463;81;5;MDEO
4;100464;44;0;TBO
4;100465;61;2;PDU
4;100466;84;3;PDU
4;100467;49;0;SALTO
4;100468;45;0;MDEO
4;100469;87;2;TBO
4;100470;62;0;PDU
4;100471;41;0;PDE
4;100472;79;1;MDEO
4;100473;67;1;PDE
4;100474;21;0;TBO
4;100475;19;0;PDU
4;100476;88;3;SALTO
4;100477;44;2;MDEO
4;100478;79;2;SALTO
4;100479;40;0;PDU
4;100480;73;5;MDEO
4;100481;20;1;PDU
4;100482;50;0;MDEO
4;100483;62;3;MDEO
4;100484;85;3;MDEO
4;100485;37;0;PDU
4;100486;31;0;PDU
4;100487;54;0;TBO
4;100488;20;0;TBO
4;100489;24;0;PDU
4;100490;59;0;PDU
4;100491;34;0;PDE
4;100492;44;0;TBO
4;100493;22;0;MDEO
4;100494;26;0;PDU
4;100495;42;0;PDU
4;100496;47;0;MDEO
4;100497;87;5;TBO
4;100498;37;0;MDEO
4;100499;21;0;PDU
4;100500;57;0;TBO
4;100501;29;0;SALTO
4;100502;27;0;PDE
4;100503;64;0;TBO
4;100504;51;0;PDU
4;100505;62;0;TBO
4;100506;80;4;MDEO
4;100507;55;4;MDEO
4;100508;23;0;MDEO
4;100509;81;3;PDE
4;100510;57;0;PDU
4;100511;54;0;PDU
4;100512;30;0;SALTO
4;100513;36;3;PDE
4;100514;89;3;SALTO
4;100515;62;0;PDU
4;100516;65;0;SALTO
4;100517;70;5;MDEO
4;100518;58;0;MDEO
4;100519;47;0;SALTO
4;100520;65;0;TBO
4;100521;64;0;PDE
4;100522;33;0;PDU
4;100523;57;0;MDEO
4;100524;43;0;SALTO
4;100525;85;1;PDU
4;100526;47;0;PDU
4;100527;41;0;PDU
4;100528;41;5;PDU
4;100529;45;4;PDU
4;100530;57;0;TBO
4;100531;67;3;TBO
4;100532;61;0;PDU
4;100533;69;3;SALTO
4;100534;51;0;PDU
4;100535;44;0;PDU
4;100536;48;0;TBO
4;100537;46;0;PDE
4;100538;53;0;MDEO
4;100539;35;0;SALTO
4;100540;68;1;TBO
4;100541;43;0;MDEO
4;100542;25;0;TBO
4;100543;57;0;TBO
4;100544;81;1;TBO
4;100545;50;0;TBO
4;100546;49;0;MDEO
4;100547;62;0;SALTO
4;100548;22;0;TBO
4;100549;55;0;PDU
4;100550;41;0;PDU
4;100551;42;2;MDEO
4;100552;27;0;SALTO
4;100553;74;3;PDU
4;100554;54;0;MDEO
4;100555;72;1;PDU
4;100556;26;0;TBO
4;100557;45;0;SALTO
4;100558;42;0;SALTO
4;100559;85;3;SALTO
4;100560;55;0;PDU
4;100561;46;0;PDE
4;100562;75;1;PDE
4;100563;84;4;PDE
4;100564;24;3;TBO
4;100565;25;3;TBO
4;100566;61;0;MDEO
4;100567;83;5;SALTO
4;100568;40;0;SALTO
4;100569;64;0;PDE
4;100570;48;0;TBO
4;100571;51;0;SALTO
4;100572;71;4;SALTO
4;100573;49;0;PDE
4;100574;56;0;SALTO
4;100575;43;0;PDU
4;100576;72;1;SALTO
4;100577;22;0;MDEO
4;100578;18;0;PDE
4;100579;25;0;SALTO
4;100580;73;5;PDU
4;100581;88;4;TBO
4;100582;83;4;MDEO
4;100583;73;3;SALTO
4;100584;20;0;PDE
4;100585;26;0;PDE
4;100586;88;2;TBO
4;100587;60;1;SALTO
4;100588;31;0;PDU
4;100589;49;0;PDU
4;100590;52;5;PDE
4;100591;67;2;PDE
4;100592;38;0;PDU
4;100593;55;0;SALTO
4;100594;53;0;PDU
4;100595;28;0;PDU
4;100596;34;0;SALTO
4;100597;37;0;MDEO
4;100598;79;2;PDE
4;100599;84;4;SALTO
4;100600;84;2;PDE
4;100601;88;2;PDE
4;100602;33;0;TBO
4;100603;29;0;PDU
4;100604;24;0;SALTO
4;100605;38;0;PDU
4;100606;54;0;SALTO
4;100607;60;0;PDE
4;100608;55;0;TBO
4;100609;19;0;SALTO
4;100610;74;1;PDU
4;100611;75;3;MDEO
4;100612;48;0;PDU
4;100613;32;3;SALTO
4;100614;86;2;PDE
4;100615;55;0;MDEO
4;100616;42;0;TBO
4;100617;79;3;PDU
4;100618;62;0;TBO
4;100619;33;0;MDEO
4;100620;58;0;SALTO
4;100621;35;0;TBO
4;100622;71;4;MDEO
4;100623;34;0;SALTO
4;100624;58;1;PDE
4;100625;19;0;MDEO
4;100626;60;0;MDEO
5;100627;49;0;TBO
5;100628;34;0;TBO
5;100629;83;1;SALTO
5;100630;78;2;PDU
5;100631;34;0;SALTO
5;100632;83;5;TBO
5;100633;29;0;PDU
5;100634;48;0;MDEO
5;100635;88;3;PDE
5;100636;22;0;SALTO
5;100637;60;0;SALTO
5;100638;32;0;MDEO
5;100639;81;3;MDEO
5;100640;77;5;MDEO
5;100641;25;0;MDEO
5;100642;32;0;PDE
5;100643;23;0;MDEO
5;100644;67;3;TBO
5;100645;80;5;TBO
5;100646;59;0;TBO
5;100647;38;0;PDU
5;100648;26;0;PDE
5;100649;39;0;PDU
5;100650;23;3;SALTO
5;100651;44;0;MDEO
5;100652;74;2;TBO
5;100653;54;0;TBO
5;100654;53;0;MDEO
5;100655;89;2;PDE
5;100656;83;1;MDEO
5;100657;52;0;PDE
5;100658;53;0;TBO
5;100659;20;0;MDEO
5;100660;24;3;MDEO
5;100661;88;2;MDEO
5;100662;49;4;PDU
5;100663;64;0;MDEO
5;100664;34;0;TBO
5;100665;72;4;PDE
5;100666;67;4;SALTO
5;100667;19;0;PDU
5;100668;84;4;MDEO
5;100669;89;2;PDU
5;100670;66;1;MDEO
5;100671;71;2;SALTO
5;100672;64;0;PDE
5;100673;30;0;MDEO
5;100674;30;0;PDE
5;100675;35;0;SALTO
5;100676;21;0;SALTO
5;100677;28;2;PDE
5;100678;29;0;PDU
5;100679;89;4;MDEO
5;100680;46;0;PDE
5;100681;51;0;PDU
5;100682;47;0;PDE
5;100683;70;3;PDU
5;100684;23;4;MDEO
5;100685;67;3;TBO
5;100686;80;1;PDE
5;100687;88;1;TBO
5;100688;56;0;TBO
5;100689;75;3;MDEO
5;100690;35;0;PDU
5;100691;80;3;PDU
5;100692;81;3;PDE
5;100693;56;0;PDE
5;100694;46;0;PDE
5;100695;64;0;TBO
5;100696;79;4;PDE
5;100697;72;1;SALTO
5;100698;25;0;SALTO
5;100699;70;2;PDE
5;100700;25;0;PDE
5;100701;45;0;PDU
5;100702;77;3;PDE
5;100703;35;0;PDU
5;100704;89;1;PDU
5;100705;78;3;PDU
5;100706;43;2;PDE
5;100707;87;5;PDU
5;100708;63;0;TBO
5;100709;72;5;TBO
5;100710;75;4;TBO
5;100711;39;0;SALTO
5;100712;28;0;SALTO
5;100713;19;0;SALTO
5;100714;77;1;PDE
5;100715;78;5;SALTO
5;100716;55;0;TBO
5;100717;58;3;MDEO
5;100718;39;0;SALTO
5;100719;78;1;TBO
5;100720;26;0;MDEO
5;100721;59;0;PDU
5;100722;36;0;TBO
5;100723;38;0;TBO
5;100724;54;0;SALTO
5;100725;87;2;SALTO
5;100726;40;0;MDEO
5;100727;70;1;PDE
5;100728;24;0;MDEO
5;100729;55;0;PDU
5;100730;40;1;PDE
5;100731;31;0;PDE
5;100732;31;0;PDU
5;100733;38;0;SALTO
5;100734;56;3;TBO
5;100735;50;0;TBO
5;100736;83;2;SALTO
5;100737;61;0;MDEO
5;100738;31;0;MDEO
5;100739;22;0;MDEO
5;100740;52;0;PDE
5;100741;76;1;SALTO
5;100742;26;0;SALTO
5;100743;38;4;TBO
5;100744;33;0;PDE
5;100745;48;4;TBO
5;100746;48;0;PDU
5;100747;20;0;MDEO
5;100748;79;2;PDU
5;100749;86;4;SALTO
5;100750;68;3;PDE
5;100751;71;3;PDU
5;100752;25;0;TBO
5;100753;48;0;PDE
5;100754;84;2;PDU
5;100755;19;5;PDE
5;100756;78;3;TBO
5;100757;45;0;TBO
5;100758;82;2;TBO
5;100759;29;0;TBO
5;100760;19;0;PDU
5;100761;42;0;SALTO
5;100762;67;3;PDU
5;100763;78;2;SALTO
5;100764;88;5;MDEO
5;100765;27;0;MDEO
5;100766;62;0;TBO
5;100767;25;0;MDEO
5;100768;65;1;TBO
5;100769;23;0;TBO
5;100770;77;3;PDU
5;100771;31;0;PDE
5;100772;25;0;SALTO
5;100773;81;5;PDU
5;100774;50;0;SALTO
5;100775;69;4;SALTO
5;100776;40;0;MDEO
5;100777;56;1;PDE
5;100778;65;0;MDEO
5;100779;19;0;MDEO
5;100780;73;5;TBO
5;100781;55;0;TBO
5;100782;31;0;PDU
5;100783;64;0;PDU
5;100784;30;0;MDEO
5;100785;65;1;SALTO
5;100786;44;0;SALTO
5;100787;89;5;TBO
5;100788;56;0;MDEO
5;100789;28;0;MDEO
5;100790;54;0;PDE
5;100791;44;0;SALTO
5;100792;74;1;MDEO
5;100793;68;5;SALTO
5;100794;80;1;TBO
5;100795;29;0;MDEO
5;100796;65;0;TBO
5;100797;37;0;PDU
5;100798;57;0;SALTO
5;100799;72;5;PDE
5;100800;73;2;TBO
5;100801;69;3;MDEO
5;100802;68;1;PDE
5;100803;45;0;TBO
5;100804;29;0;TBO
5;100805;46;5;MDEO
5;100806;81;5;PDE
5;100807;82;3;PDE
5;100808;70;3;TBO
5;100809;59;0;PDU
5;100810;19;0;TBO
5;100811;21;0;TBO
5;100812;77;5;MDEO
5;100813;54;0;PDU
5;100814;83;3;PDE
5;100815;70;5;PDU
5;100816;56;0;TBO
5;100817;19;0;PDE
5;100818;73;3;PDU
5;100819;44;0;MDEO
5;100820;57;0;MDEO
5;100821;53;0;SALTO
5;100822;25;0;PDE
5;100823;73;5;PDE
5;100824;25;0;PDU
5;100825;38;0;TBO
5;100826;21;0;SALTO
5;100827;70;2;MDEO
5;100828;69;1;PDE
5;100829;61;0;SALTO
5;100830;79;3;TBO
5;100831;60;0;MDEO
5;100832;82;5;SALTO
5;100833;25;0;TBO
5;100834;54;0;TBO
5;100835;23;0;MDEO
