Momento;CI;edad;riesgo;departamento
1;100091;59;0;PDU
1;100092;41;0;TBO
1;100093;34;0;PDU
1;100094;33;0;TBO
1;100095;58;0;TBO
1;100096;71;5;PDE
1;100097;28;0;MDEO
1;100098;41;0;TBO
1;100099;63;0;SALTO
1;100100;66;1;PDU
1;100101;68;4;TBO
1;100102;79;3;PDU
1;100103;46;0;TBO
1;100104;57;2;SALTO
1;100105;18;0;MDEO
1;100106;74;5;PDE
1;100107;43;0;MDEO
1;100108;50;0;PDE
1;100109;30;0;PDE
1;100110;32;0;PDU
1;100111;39;0;PDE
1;100112;49;0;PDE
1;100113;26;0;PDE
1;100114;78;2;TBO
1;100115;18;0;SALTO
1;100116;79;5;TBO
1;100117;37;0;PDU
1;100118;64;5;PDU
1;100119;38;0;PDU
1;100120;34;0;MDEO
1;100121;30;0;PDU
1;100122;30;0;PDE
1;100123;69;3;PDU
1;100124;78;1;TBO
1;100125;79;1;TBO
1;100126;71;5;MDEO
1;100127;25;0;SALTO
1;100128;45;0;SALTO
1;100129;45;0;MDEO
1;100130;61;0;PDU
1;100131;63;0;PDE
1;100132;68;1;SALTO
1;100133;40;0;SALTO
1;100134;69;1;MDEO
1;100135;67;2;TBO
1;100136;49;3;SALTO
1;100137;72;3;MDEO
1;100138;45;0;TBO
1;100139;25;0;SALTO
1;100140;57;0;PDE
1;100141;50;0;SALTO
1;100142;41;0;SALTO
1;100143;51;0;TBO
1;100144;34;0;PDE
1;100145;41;0;PDE
1;100146;69;3;TBO
1;100147;40;3;PDU
1;100148;38;0;MDEO
1;100149;22;0;TBO
1;100150;37;1;PDU
1;100151;22;0;TBO
1;100152;74;3;PDE
1;100153;66;3;PDE
1;100154;47;5;PDE
1;100155;74;5;PDU
1;100156;79;3;PDE
1;100157;44;0;PDE
1;100158;37;0;TBO
1;100159;25;0;SALTO
1;100160;44;0;TBO
1;100161;64;0;TBO
1;100162;47;0;PDU
1;100163;48;0;PDU
1;100164;67;5;PDU
1;100165;52;0;PDU
1;100166;76;5;SALTO
1;100167;37;5;SALTO
1;100168;19;0;SALTO
1;100169;58;0;PDU
1;100170;51;0;MDEO
1;100171;30;0;PDU
1;100172;38;0;MDEO
1;100173;47;0;TBO
1;100174;25;0;TBO
1;100175;21;3;PDE
1;100176;30;0;TBO
1;100177;64;0;PDE
1;100178;40;0;PDE
1;100179;78;5;PDE
1;100180;74;2;TBO
1;100181;61;0;MDEO
1;100182;31;0;MDEO
1;100183;28;0;MDEO
1;100184;58;0;PDE
1;100185;43;0;SALTO
1;100186;48;0;TBO
1;100187;79;4;SALTO
1;100188;49;0;TBO
1;100189;48;0;SALTO
1;100190;19;0;TBO
1;100191;61;0;PDE
1;100192;44;0;TBO
1;100193;49;0;TBO
1;100194;67;2;TBO
1;100195;56;0;PDE
1;100196;66;2;PDU
1;100197;50;3;SALTO
1;100198;45;5;PDE
1;100199;29;0;SALTO
1;100200;42;0;SALTO
1;100201;21;0;TBO
1;100202;69;1;PDE
1;100203;56;0;PDE
1;100204;69;3;PDU
1;100205;67;1;TBO
1;100206;39;0;TBO
1;100207;55;1;PDE
1;100208;62;0;TBO
1;100209;27;0;MDEO
1;100210;24;0;MDEO
1;100211;21;0;PDU
1;100212;61;3;MDEO
1;100213;69;4;PDE
1;100214;45;0;PDU
1;100215;75;1;PDU
1;100216;71;4;TBO
1;100217;47;0;TBO
1;100218;52;0;TBO
1;100219;60;0;MDEO
1;100220;75;5;TBO
1;100221;26;0;TBO
1;100222;39;0;MDEO
1;100223;54;0;MDEO
1;100224;32;0;TBO
1;100225;21;0;SALTO
1;100226;22;0;PDE
1;100227;64;0;SALTO
1;100228;38;0;MDEO
1;100229;27;0;SALTO
1;100230;27;0;TBO
1;100231;59;0;SALTO
1;100232;27;5;MDEO
1;100233;62;0;PDU
1;100234;38;0;PDU
1;100235;26;0;SALTO
1;100236;62;0;TBO
1;100237;33;0;TBO
1;100238;28;0;SALTO
1;100239;44;0;TBO
1;100240;58;0;PDE
1;100241;27;0;PDE
1;100242;78;4;SALTO
1;100243;71;4;SALTO
1;100244;52;0;SALTO
1;100245;35;0;TBO
1;100246;35;0;SALTO
1;100247;27;0;PDU
1;100248;57;0;PDU
1;100249;53;0;SALTO
1;100250;69;3;PDU
1;100251;18;0;MDEO
1;100252;54;0;PDE
1;100253;53;0;TBO
1;100254;31;0;TBO
1;100255;53;0;TBO
1;100256;77;5;SALTO
1;100257;35;0;PDU
1;100258;55;0;SALTO
1;100259;78;3;MDEO
1;100260;32;0;TBO
1;100261;50;0;PDU
1;100262;59;0;MDEO
1;100263;72;1;MDEO
1;100264;45;0;PDU
1;100265;61;0;PDU
1;100266;49;0;TBO
1;100267;73;2;PDU
1;100268;37;1;MDEO
1;100269;41;0;SALTO
1;100270;75;3;SALTO
1;100271;42;0;PDU
1;100272;20;0;PDU
1;100273;67;2;MDEO
1;100274;79;4;PDE
1;100275;67;3;TBO
1;100276;41;0;TBO
1;100277;22;0;TBO
1;100278;51;0;MDEO
1;100279;71;3;TBO
1;100280;65;0;TBO
1;100281;55;0;MDEO
1;100282;46;0;SALTO
1;100283;68;5;PDU
1;100284;29;0;PDE
1;100285;61;0;PDE
1;100286;25;0;MDEO
1;100287;78;4;TBO
1;100288;62;0;TBO
1;100289;69;3;PDE
1;100290;58;0;SALTO
1;100291;72;3;SALTO
1;100292;50;0;PDE
1;100293;21;0;PDE
1;100294;69;3;PDU
1;100295;67;3;TBO
1;100296;25;0;TBO
1;100297;20;4;MDEO
1;100298;35;0;SALTO
1;100299;76;4;TBO
1;100300;50;0;MDEO
1;100301;66;3;SALTO
1;100302;32;0;PDU
1;100303;35;0;SALTO
1;100304;55;1;PDE
1;100305;44;0;PDU
1;100306;67;1;PDE
1;100307;60;0;PDE
1;100308;34;0;TBO
1;100309;31;0;SALTO
1;100310;26;3;SALTO
1;100311;71;4;TBO
1;100312;74;5;PDE
1;100313;35;5;MDEO
1;100314;44;0;SALTO
1;100315;19;2;PDE
1;100316;37;0;PDE
1;100317;42;0;TBO
1;100318;46;0;TBO
1;100319;19;0;SALTO
1;100320;31;0;PDE
1;100321;53;0;MDEO
1;100322;38;0;PDE
1;100323;40;0;PDE
1;100324;71;2;PDU
1;100325;61;0;MDEO
1;100326;69;2;PDU
1;100327;79;1;MDEO
1;100328;73;2;PDU
1;100329;21;0;PDE
1;100330;21;0;TBO
1;100331;58;0;PDE
1;100332;63;0;PDU
1;100333;54;3;PDE
1;100334;24;0;PDU
1;100335;18;0;SALTO
1;100336;49;2;PDE
1;100337;53;0;SALTO
1;100338;45;0;MDEO
1;100339;47;0;PDU
1;100340;51;0;MDEO
1;100341;54;0;PDE
1;100342;18;0;MDEO
1;100343;32;0;TBO
1;100344;64;0;PDU
1;100345;35;0;PDU
1;100346;62;0;PDU
1;100347;77;4;TBO
1;100348;57;0;PDU
1;100349;41;0;PDE
1;100350;64;0;TBO
1;100351;31;0;SALTO
1;100352;31;4;PDU
1;100353;72;4;PDE
1;100354;59;0;TBO
1;100355;37;0;MDEO
1;100356;79;1;SALTO
1;100357;55;0;TBO
1;100358;38;0;TBO
1;100359;23;0;TBO
1;100360;53;0;PDU
1;100361;22;0;MDEO
1;100362;61;0;TBO
1;100363;74;5;SALTO
1;100364;27;0;TBO
1;100365;50;0;PDU
1;100366;54;0;PDE
1;100367;65;0;MDEO
1;100368;41;0;PDU
1;100369;26;0;PDU
1;100370;20;0;TBO
1;100371;38;0;TBO
1;100372;24;0;SALTO
1;100373;27;0;PDU
1;100374;78;1;SALTO
1;100375;45;0;SALTO
1;100376;72;1;MDEO
1;100377;68;1;PDU
1;100378;62;0;PDE
1;100379;47;0;SALTO
1;100380;46;0;SALTO
1;100381;43;0;TBO
1;100382;51;0;PDU
1;100383;37;0;PDE
1;100384;49;0;SALTO
1;100385;26;0;MDEO
1;100386;67;5;SALTO
1;100387;44;0;PDU
1;100388;36;0;TBO
1;100389;37;4;TBO
1;100390;65;0;MDEO
1;100391;69;5;SALTO
1;100392;48;0;PDE
1;100393;61;0;SALTO
1;100394;55;0;TBO
1;100395;38;0;PDU
1;100396;52;1;MDEO
1;100397;70;3;PDE
1;100398;68;1;SALTO
1;100399;30;5;SALTO
1;100400;64;4;PDU
1;100401;46;0;SALTO
1;100402;34;0;TBO
1;100403;42;0;SALTO
1;100404;55;0;PDU
1;100405;49;0;TBO
1;100406;29;5;PDU
1;100407;71;3;PDU
1;100408;77;4;MDEO
1;100409;48;0;PDU
1;100410;54;0;SALTO
1;100411;69;4;SALTO
1;100412;75;3;SALTO
1;100413;43;0;PDU
1;100414;41;0;PDU
1;100415;39;0;PDU
1;100416;67;2;PDU
1;100417;32;0;PDU
1;100418;63;0;SALTO
1;100419;45;0;PDE
1;100420;25;0;PDU
1;100421;75;5;PDE
1;100422;68;5;MDEO
1;100423;76;2;TBO
1;100424;36;0;PDE
1;100425;64;5;TBO
1;100426;71;4;MDEO
1;100427;36;0;SALTO
1;100428;21;2;MDEO
1;100429;46;0;PDE
1;100430;52;0;SALTO
1;100431;18;0;PDU
1;100432;44;0;SALTO
1;100433;69;3;SALTO
1;100434;46;0;TBO
1;100435;61;0;PDE
1;100436;57;0;MDEO
1;100437;49;0;SALTO
1;100438;45;0;MDEO
1;100439;26;0;PDE
1;100440;53;0;PDE
1;100441;61;0;PDE
1;100442;52;0;TBO
1;100443;53;0;MDEO
1;100444;34;2;MDEO
1;100445;27;0;MDEO
1;100446;68;5;SALTO
1;100447;45;0;MDEO
1;100448;56;0;SALTO
1;100449;39;0;PDE
1;100450;40;0;PDE
1;100451;44;0;MDEO
1;100452;35;0;SALTO
1;100453;22;0;PDU
1;100454;79;3;PDU
1;100455;63;0;SALTO
1;100456;61;0;MDEO
1;100457;23;5;PDE
1;100458;36;0;SALTO
1;100459;42;0;PDE
1;100460;47;0;SALTO
1;100461;24;0;SALTO
1;100462;68;2;PDU
1;100463;71;3;SALTO
1;100464;55;0;MDEO
1;100465;38;0;PDU
1;100466;38;0;SALTO
1;100467;61;0;MDEO
1;100468;73;2;MDEO
1;100469;48;0;PDU
1;100470;71;1;MDEO
1;100471;35;0;PDE
1;100472;76;4;PDU
1;100473;59;0;PDE
1;100474;40;0;PDE
1;100475;38;0;SALTO
1;100476;71;3;TBO
1;100477;36;0;TBO
1;100478;21;1;MDEO
1;100479;34;0;MDEO
1;100480;42;0;SALTO
1;100481;31;0;PDU
1;100482;52;0;PDE
1;100483;63;4;PDE
1;100484;73;2;TBO
1;100485;43;0;TBO
1;100486;28;0;TBO
1;100487;19;2;MDEO
1;100488;73;1;PDU
1;100489;69;4;PDE
1;100490;69;2;PDE
1;100491;58;0;MDEO
1;100492;48;0;PDU
1;100493;63;0;TBO
1;100494;53;0;PDE
1;100495;60;0;PDU
1;100496;62;0;MDEO
1;100497;70;4;PDE
1;100498;24;0;TBO
1;100499;20;0;PDU
1;100500;58;1;MDEO
1;100501;35;0;PDU
1;100502;27;0;PDE
1;100503;34;0;MDEO
1;100504;18;0;TBO
1;100505;26;0;TBO
1;100506;30;0;PDU
1;100507;78;5;PDU
1;100508;28;0;TBO
1;100509;18;0;SALTO
1;100510;21;0;PDE
1;100511;67;2;MDEO
1;100512;66;3;MDEO
1;100513;55;0;TBO
1;100514;67;2;PDU
1;100515;43;0;TBO
1;100516;33;0;MDEO
1;100517;68;5;PDU
1;100518;51;0;MDEO
1;100519;50;0;PDE
1;100520;79;3;PDU
1;100521;69;5;SALTO
1;100522;23;0;PDE
1;100523;55;0;SALTO
1;100524;67;3;PDU
1;100525;44;0;TBO
1;100526;20;0;TBO
1;100527;73;4;PDU
1;100528;79;3;TBO
1;100529;55;0;SALTO
1;100530;64;0;TBO
1;100531;68;2;PDU
1;100532;77;3;MDEO
1;100533;78;5;PDU
1;100534;31;0;SALTO
1;100535;19;0;SALTO
1;100536;39;0;PDE
1;100537;45;0;SALTO
1;100538;48;5;PDU
1;100539;65;0;PDE
1;100540;69;5;PDU
1;100541;25;0;PDE
1;100542;68;5;PDE
1;100543;64;3;PDU
1;100544;79;5;TBO
1;100545;21;0;SALTO
1;100546;76;5;PDE
1;100547;72;5;TBO
1;100548;25;0;PDU
1;100549;29;0;TBO
1;100550;54;0;PDU
1;100551;74;4;TBO
1;100552;46;0;TBO
1;100553;34;0;TBO
1;100554;71;3;MDEO
1;100555;38;0;TBO
1;100556;58;0;SALTO
1;100557;39;0;MDEO
1;100558;65;0;PDU
1;100559;47;1;SALTO
1;100560;19;4;PDU
1;100561;51;0;MDEO
1;100562;38;5;TBO
1;100563;22;0;MDEO
1;100564;70;1;MDEO
1;100565;37;0;TBO
1;100566;69;4;SALTO
1;100567;58;0;MDEO
1;100568;54;0;SALTO
1;100569;41;0;TBO
1;100570;66;4;SALTO
1;100571;49;0;PDU
1;100572;79;3;MDEO
1;100573;50;0;MDEO
1;100574;63;0;MDEO
1;100575;18;0;SALTO
1;100576;69;5;PDU
1;100577;46;0;PDU
1;100578;27;0;PDE
1;100579;43;0;MDEO
1;100580;34;0;PDE
1;100581;18;0;TBO
1;100582;65;0;TBO
1;100583;65;0;PDU
1;100584;77;1;SALTO
1;100585;40;0;PDE
1;100586;45;0;SALTO
1;100587;55;0;SALTO
1;100588;75;3;SALTO
1;100589;27;1;TBO
1;100590;71;5;PDU
1;100591;44;0;MDEO
1;100592;19;0;PDE
1;100593;22;0;TBO
1;100594;77;5;SALTO
1;100595;48;0;MDEO
1;100596;79;5;SALTO
1;100597;18;0;MDEO
1;100598;46;0;PDE
1;100599;73;4;MDEO
1;100600;18;0;PDU
1;100601;72;1;MDEO
1;100602;68;2;TBO
1;100603;54;0;SALTO
1;100604;26;0;PDU
1;100605;41;0;SALTO
1;100606;63;0;SALTO
1;100607;72;5;TBO
1;100608;70;5;SALTO
1;100609;37;0;TBO
1;100610;50;0;MDEO
1;100611;56;0;MDEO
1;100612;50;0;PDU
1;100613;35;0;PDE
1;100614;48;0;TBO
1;100615;20;0;TBO
1;100616;32;0;SALTO
1;100617;20;0;PDE
1;100618;42;0;TBO
1;100619;39;0;TBO
1;100620;49;0;MDEO
1;100621;63;0;PDE
1;100622;71;2;PDE
1;100623;20;0;SALTO
1;100624;30;0;MDEO
1;100625;42;0;TBO
1;100626;20;0;PDU
1;100627;47;0;MDEO
1;100628;54;0;PDU
1;100629;52;0;TBO
1;100630;64;0;PDU
1;100631;38;0;SALTO
1;100632;73;4;SALTO
1;100633;53;0;SALTO
1;100634;47;0;TBO
1;100635;34;0;SALTO
1;100636;63;5;PDE
1;100637;22;0;PDE
1;100638;55;0;SALTO
1;100639;69;1;SALTO
1;100640;26;0;PDU
1;100641;54;0;SALTO
1;100642;33;0;SALTO
1;100643;54;0;SALTO
1;100644;43;0;SALTO
1;100645;79;3;SALTO
1;100646;71;3;PDU
1;100647;38;0;PDE
1;100648;19;0;PDE
1;100649;64;0;PDU
1;100650;69;1;PDU
1;100651;30;0;TBO
1;100652;60;0;MDEO
1;100653;18;0;TBO
1;100654;44;0;SALTO
1;100655;25;0;TBO
1;100656;47;0;MDEO
1;100657;60;0;PDE
1;100658;56;0;MDEO
1;100659;76;4;MDEO
1;100660;47;0;MDEO
1;100661;58;0;PDE
1;100662;68;3;PDE
1;100663;29;4;PDU
1;100664;69;3;PDU
1;100665;79;3;MDEO
1;100666;29;1;MDEO
1;100667;72;1;TBO
1;100668;21;0;TBO
1;100669;37;2;PDE
1;100670;42;0;SALTO
1;100671;53;0;PDU
1;100672;59;0;TBO
1;100673;68;4;TBO
1;100674;45;0;TBO
1;100675;22;0;TBO
1;100676;28;0;TBO
1;100677;58;0;PDU
1;100678;18;0;PDU
1;100679;27;4;TBO
1;100680;63;0;PDU
1;100681;52;0;SALTO
1;100682;48;0;TBO
1;100683;34;0;PDE
1;100684;51;1;MDEO
1;100685;44;0;MDEO
1;100686;71;5;PDE
1;100687;70;4;PDU
1;100688;79;1;PDU
1;100689;36;0;PDU
1;100690;66;1;MDEO
1;100691;79;2;PDE
1;100692;39;0;PDE
1;100693;25;0;SALTO
1;100694;31;0;SALTO
1;100695;28;0;PDE
1;100696;60;0;PDU
1;100697;21;0;TBO
1;100698;44;0;TBO
1;100699;19;2;TBO
1;100700;49;0;PDE
1;100701;57;0;PDE
1;100702;22;0;PDE
1;100703;26;0;PDE
1;100704;26;1;SALTO
1;100705;77;5;TBO
1;100706;69;4;PDE
1;100707;51;0;PDE
1;100708;67;1;PDU
1;100709;66;1;TBO
1;100710;50;0;TBO
1;100711;70;2;PDE
1;100712;57;0;MDEO
1;100713;68;4;SALTO
1;100714;79;4;PDE
1;100715;55;0;PDU
1;100716;50;0;TBO
1;100717;55;0;PDU
1;100718;76;4;SALTO
1;100719;24;0;MDEO
1;100720;21;0;MDEO
1;100721;48;0;PDE
1;100722;28;0;TBO
1;100723;63;0;MDEO
1;100724;33;0;MDEO
1;100725;78;5;TBO
1;100726;66;4;SALTO
1;100727;59;3;MDEO
1;100728;46;0;PDU
1;100729;46;0;SALTO
1;100730;75;2;PDU
1;100731;47;0;PDE
1;100732;67;5;SALTO
1;100733;37;3;PDE
1;100734;29;5;MDEO
1;100735;70;3;SALTO
1;100736;18;0;PDE
1;100737;29;0;SALTO
1;100738;75;5;TBO
1;100739;52;0;PDU
1;100740;72;3;PDE
1;100741;61;0;TBO
1;100742;26;5;PDU
1;100743;37;0;PDE
1;100744;67;3;PDU
1;100745;56;0;TBO
1;100746;52;3;PDU
1;100747;63;0;PDE
1;100748;29;0;PDU
1;100749;79;2;PDE
1;100750;62;0;SALTO
1;100751;60;0;PDU
1;100752;33;0;TBO
1;100753;44;0;PDU
1;100754;24;0;MDEO
1;100755;27;0;PDU
1;100756;22;0;SALTO
1;100757;51;0;PDU
1;100758;42;0;PDE
1;100759;36;0;MDEO
1;100760;37;0;PDU
1;100761;52;0;SALTO
1;100762;51;0;PDE
1;100763;78;1;SALTO
1;100764;45;0;PDU
1;100765;35;0;MDEO
1;100766;45;0;MDEO
1;100767;57;0;SALTO
1;100768;32;0;MDEO
1;100769;74;4;PDE
1;100770;55;0;SALTO
1;100771;56;0;MDEO
1;100772;40;0;SALTO
1;100773;42;0;MDEO
1;100774;52;0;PDU
1;100775;46;0;MDEO
1;100776;76;5;TBO
1;100777;35;0;TBO
1;100778;21;0;PDE
1;100779;23;0;MDEO
1;100780;62;0;PDE
1;100781;21;0;PDE
1;100782;63;0;MDEO
1;100783;70;1;TBO
1;100784;21;0;MDEO
1;100785;55;0;SALTO
1;100786;65;0;TBO
1;100787;55;0;SALTO
1;100788;55;0;MDEO
1;100789;66;3;PDE
1;100790;48;0;PDE
1;100791;56;0;PDU
1;100792;26;0;TBO
1;100793;33;0;SALTO
1;100794;59;0;MDEO
1;100795;31;0;PDE
1;100796;20;1;TBO
1;100797;27;0;SALTO
1;100798;38;2;MDEO
1;100799;79;5;TBO
1;100800;63;0;PDU
1;100801;64;0;MDEO
1;100802;61;2;TBO
1;100803;76;3;SALTO
1;100804;19;0;PDU
1;100805;39;2;PDU
1;100806;44;0;MDEO
1;100807;20;5;PDE
1;100808;76;3;SALTO
1;100809;25;2;PDE
1;100810;71;3;PDE
1;100811;50;0;TBO
1;100812;43;0;PDU
1;100813;33;4;PDE
1;100814;30;0;SALTO
1;100815;39;2;MDEO
1;100816;63;1;MDEO
1;100817;74;2;SALTO
1;100818;66;3;PDU
1;100819;48;0;MDEO
1;100820;72;3;SALTO
1;100821;65;0;MDEO
1;100822;64;0;PDU
1;100823;77;3;SALTO
1;100824;71;5;SALTO
1;100825;55;0;PDU
1;100826;34;0;MDEO
1;100827;30;0;PDE
1;100828;71;3;TBO
1;100829;77;2;TBO
1;100830;73;3;MDEO
1;100831;41;0;MDEO
1;100832;28;0;MDEO
1;100833;69;1;PDE
1;100834;61;0;PDU
1;100835;23;0;TBO
1;100836;42;0;MDEO
1;100837;52;0;SALTO
1;100838;27;0;PDU
1;100839;50;0;PDE
1;100840;77;2;PDE
1;100841;24;0;PDE
1;100842;44;0;PDE
1;100843;70;4;SALTO
1;100844;48;0;SALTO
1;100845;36;0;PDE
1;100846;75;2;PDU
1;100847;72;1;TBO
1;100848;43;2;PDE
1;100849;25;0;MDEO
1;100850;30;0;MDEO
1;100851;69;3;SALTO
1;100852;23;0;SALTO
1;100853;54;0;TBO
1;100854;54;0;SALTO
1;100855;64;0;SALTO
1;100856;29;0;MDEO
1;100857;30;0;MDEO
1;100858;27;0;PDE
1;100859;52;0;TBO
1;100860;48;0;TBO
1;100861;62;0;PDU
1;100862;43;0;TBO
1;100863;48;0;PDE
1;100864;35;0;SALTO
1;100865;54;5;MDEO
1;100866;24;0;TBO
1;100867;62;0;SALTO
1;100868;79;3;TBO
1;100869;64;0;TBO
1;100870;65;0;PDU
1;100871;22;0;TBO
1;100872;49;1;TBO
1;100873;70;3;PDE
1;100874;27;0;PDU
1;100875;40;0;TBO
1;100876;20;0;TBO
1;100877;78;5;SALTO
1;100878;41;0;MDEO
1;100879;19;0;SALTO
1;100880;41;0;TBO
1;100881;43;2;MDEO
1;100882;33;0;PDE
1;100883;45;0;MDEO
1;100884;61;0;PDU
1;100885;41;2;MDEO
1;100886;54;0;MDEO
1;100887;33;0;PDE
1;100888;66;5;TBO
1;100889;67;1;TBO
1;100890;25;0;MDEO
1;100891;50;0;PDE
1;100892;70;1;PDE
1;100893;45;0;PDU
1;100894;39;0;PDU
1;100895;59;0;MDEO
1;100896;54;0;PDE
1;100897;50;0;PDU
1;100898;57;0;PDE
1;100899;39;0;TBO
1;100900;21;0;MDEO
1;100901;30;0;PDE
1;100902;52;0;PDU
1;100903;52;0;PDU
1;100904;75;4;MDEO
1;100905;45;0;MDEO
1;100906;48;0;TBO
1;100907;46;0;PDU
1;100908;24;0;MDEO
1;100909;29;0;PDU
1;100910;24;0;PDU
1;100911;75;4;PDU
1;100912;79;2;PDU
1;100913;19;0;TBO
1;100914;43;0;PDE
1;100915;36;0;SALTO
1;100916;77;1;SALTO
1;100917;21;0;SALTO
1;100918;78;2;TBO
1;100919;23;0;PDU
1;100920;62;0;PDU
1;100921;38;0;SALTO
1;100922;73;4;PDU
1;100923;77;4;PDU
1;100924;62;0;PDU
1;100925;20;0;PDU
1;100926;71;4;MDEO
1;100927;38;0;SALTO
1;100928;70;1;MDEO
1;100929;77;5;SALTO
1;100930;37;2;TBO
1;100931;38;0;TBO
1;100932;64;0;TBO
1;100933;46;0;SALTO
1;100934;62;0;TBO
1;100935;60;0;TBO
1;100936;38;0;SALTO
1;100937;62;0;TBO
1;100938;72;4;MDEO
1;100939;68;1;SALTO
1;100940;54;0;SALTO
1;100941;26;0;PDU
1;100942;67;3;TBO
1;100943;43;0;SALTO
1;100944;79;2;MDEO
1;100945;35;0;PDU
1;100946;34;4;SALTO
1;100947;70;1;SALTO
1;100948;61;0;TBO
1;100949;72;3;MDEO
1;100950;50;2;MDEO
1;100951;40;0;MDEO
1;100952;54;0;PDE
1;100953;78;5;TBO
1;100954;31;5;PDU
1;100955;40;0;PDE
1;100956;32;0;PDU
1;100957;42;0;MDEO
1;100958;50;0;TBO
1;100959;28;0;MDEO
1;100960;18;0;TBO
1;100961;79;4;PDE
1;100962;19;0;MDEO
1;100963;58;0;SALTO
1;100964;67;1;PDU
1;100965;74;3;MDEO
1;100966;23;0;MDEO
1;100967;36;0;TBO
1;100968;40;0;PDU
1;100969;56;0;SALTO
1;100970;22;0;SALTO
1;100971;67;1;TBO
1;100972;51;0;SALTO
1;100973;23;0;SALTO
1;100974;39;1;SALTO
1;100975;57;0;PDE
1;100976;48;0;SALTO
1;100977;48;0;SALTO
1;100978;18;0;PDE
1;100979;50;0;PDE
1;100980;73;2;TBO
1;100981;26;0;PDU
1;100982;42;0;SALTO
1;100983;43;0;PDU
1;100984;61;0;SALTO
1;100985;42;0;PDE
1;100986;48;0;MDEO
1;100987;36;0;PDE
1;100988;69;3;TBO
1;100989;66;3;MDEO
1;100990;23;0;TBO
1;100991;59;0;PDU
1;100992;48;0;PDE
1;100993;30;1;PDU
1;100994;61;0;PDU
1;100995;41;0;SALTO
1;100996;19;0;PDU
1;100997;68;2;SALTO
1;100998;22;0;PDU
1;100999;76;1;TBO
1;101000;26;0;PDU
1;101001;30;0;PDE
1;101002;54;0;MDEO
1;101003;67;4;PDU
1;101004;47;0;TBO
1;101005;49;0;PDE
1;101006;43;0;TBO
1;101007;61;0;PDE
1;101008;20;0;SALTO
1;101009;56;0;PDU
1;101010;53;0;SALTO
1;101011;71;2;TBO
1;101012;47;0;PDU
1;101013;33;0;PDE
1;101014;25;0;TBO
1;101015;52;0;MDEO
1;101016;65;0;SALTO
1;101017;36;1;SALTO
1;101018;44;0;TBO
1;101019;57;0;PDE
1;101020;78;2;MDEO
1;101021;37;0;TBO
1;101022;29;0;SALTO
1;101023;61;0;PDU
1;101024;19;0;PDU
1;101025;74;5;PDE
1;101026;73;1;TBO
1;101027;70;3;MDEO
1;101028;42;0;SALTO
1;101029;31;0;TBO
1;101030;27;4;SALTO
1;101031;64;0;TBO
1;101032;48;0;TBO
1;101033;70;3;PDU
1;101034;45;0;PDU
1;101035;36;0;PDU
1;101036;40;3;SALTO
1;101037;19;0;MDEO
1;101038;69;3;PDE
1;101039;28;0;PDU
1;101040;29;0;MDEO
1;101041;67;2;MDEO
