Momento;CI;edad;riesgo;departamento
3;300239;27;0;PDE
3;300240;42;0;MDEO
3;300241;72;4;PDE
3;300242;57;0;PDU
3;300243;42;0;PDU
3;300244;44;3;MDEO
3;300245;35;0;PDE
3;300246;61;0;TBO
3;300247;33;0;PDE
3;300248;28;0;MDEO
3;300249;44;0;SALTO
3;300250;66;2;MDEO
3;300251;44;0;TBO
3;300252;37;0;TBO
3;300253;85;5;MDEO
3;300254;68;1;PDE
3;300255;55;0;MDEO
3;300256;43;0;SALTO
3;300257;23;0;TBO
3;300258;82;5;SALTO
3;300259;60;0;SALTO
3;300260;18;0;SALTO
3;300261;60;0;PDU
3;300262;45;3;PDU
3;300263;56;0;PDU
3;300264;58;0;SALTO
3;300265;82;2;TBO
3;300266;48;0;PDE
3;300267;61;0;SALTO
3;300268;25;0;SALTO
3;300269;79;4;PDU
3;300270;60;1;SALTO
3;300271;82;4;PDU
3;300272;87;5;PDE
3;300273;33;0;TBO
3;300274;42;0;TBO
3;300275;64;0;PDE
3;300276;86;3;PDU
3;300277;71;1;SALTO
3;300278;81;3;PDE
3;300279;68;5;TBO
3;300280;23;0;PDE
3;300281;89;2;PDE
3;300282;19;0;MDEO
3;300283;21;0;SALTO
3;300284;27;0;SALTO
3;300285;27;0;TBO
3;300286;25;0;TBO
3;300287;43;0;PDE
3;300288;42;0;TBO
3;300289;52;0;SALTO
3;300290;34;4;MDEO
3;300291;34;0;TBO
3;300292;52;5;MDEO
3;300293;37;0;PDE
3;300294;32;0;MDEO
3;300295;42;0;TBO
3;300296;57;0;PDE
3;300297;60;0;SALTO
3;300298;36;5;PDE
3;300299;19;2;SALTO
3;300300;30;0;TBO
3;300301;56;0;PDU
3;300302;22;0;PDU
3;300303;56;3;TBO
3;300304;59;0;SALTO
3;300305;51;0;PDU
3;300306;84;4;PDE
3;300307;75;2;PDE
3;300308;36;0;PDE
3;300309;18;0;TBO
3;300310;55;0;PDU
3;300311;88;4;TBO
3;300312;25;0;PDE
3;300313;76;5;PDU
3;300314;58;0;PDU
3;300315;26;0;TBO
3;300316;33;0;PDU
3;300317;52;0;MDEO
3;300318;76;4;PDU
3;300319;53;5;MDEO
3;300320;74;4;TBO
3;300321;74;3;PDU
3;300322;37;0;MDEO
3;300323;48;0;TBO
3;300324;65;0;MDEO
3;300325;77;4;TBO
3;300326;22;0;SALTO
3;300327;82;2;PDU
3;300328;24;0;TBO
3;300329;73;5;TBO
3;300330;41;1;SALTO
3;300331;62;0;MDEO
3;300332;39;0;PDU
3;300333;45;0;PDE
3;300334;47;0;TBO
3;300335;86;4;PDE
3;300336;84;3;PDU
3;300337;70;3;TBO
3;300338;68;3;MDEO
3;300339;86;3;MDEO
3;300340;31;0;PDE
3;300341;73;5;PDU
3;300342;44;0;TBO
3;300343;66;5;SALTO
3;300344;39;0;TBO
3;300345;23;0;SALTO
3;300346;87;1;PDU
3;300347;89;4;MDEO
3;300348;72;1;TBO
3;300349;45;0;SALTO
3;300350;67;1;MDEO
3;300351;37;0;TBO
3;300352;47;0;SALTO
3;300353;36;0;PDE
3;300354;49;0;SALTO
3;300355;36;0;PDE
3;300356;55;0;PDE
3;300357;40;0;SALTO
3;300358;56;0;PDE
3;300359;45;0;TBO
3;300360;35;0;SALTO
3;300361;28;0;PDU
3;300362;63;0;MDEO
3;300363;40;0;MDEO
3;300364;78;4;PDU
3;300365;53;0;PDE
3;300366;68;4;SALTO
3;300367;22;0;MDEO
3;300368;39;0;SALTO
3;300369;63;0;MDEO
3;300370;78;2;PDU
3;300371;32;0;MDEO
3;300372;42;0;MDEO
3;300373;81;1;MDEO
4;300374;86;5;SALTO
4;300375;76;5;TBO
4;300376;38;0;SALTO
4;300377;56;0;SALTO
4;300378;30;0;PDU
4;300379;54;0;MDEO
4;300380;73;3;SALTO
4;300381;69;3;SALTO
4;300382;34;0;SALTO
4;300383;42;0;MDEO
4;300384;22;0;PDE
4;300385;66;2;PDU
4;300386;33;0;SALTO
4;300387;76;3;PDU
4;300388;52;0;MDEO
4;300389;26;0;PDU
4;300390;42;0;PDU
4;300391;39;0;PDU
4;300392;88;4;SALTO
4;300393;59;0;PDU
4;300394;77;2;SALTO
4;300395;25;0;PDU
4;300396;65;0;PDE
4;300397;50;0;MDEO
4;300398;67;4;TBO
4;300399;81;2;TBO
4;300400;73;3;PDU
4;300401;52;0;SALTO
4;300402;34;0;MDEO
4;300403;22;0;PDU
4;300404;75;5;PDU
4;300405;30;4;PDU
4;300406;48;0;PDU
4;300407;70;1;TBO
4;300408;19;0;PDU
4;300409;32;0;PDU
4;300410;29;4;PDU
4;300411;42;0;TBO
4;300412;63;0;SALTO
4;300413;60;0;TBO
4;300414;50;5;PDE
4;300415;28;0;PDU
4;300416;40;4;PDU
4;300417;54;0;PDU
4;300418;21;0;PDU
4;300419;30;0;PDU
4;300420;89;1;SALTO
4;300421;45;0;SALTO
4;300422;78;2;PDE
4;300423;30;0;PDU
4;300424;20;0;TBO
4;300425;21;0;PDE
4;300426;71;2;TBO
4;300427;25;0;PDE
4;300428;80;3;PDE
4;300429;88;3;SALTO
4;300430;27;0;MDEO
4;300431;82;4;PDU
4;300432;26;0;MDEO
4;300433;53;0;SALTO
4;300434;36;0;TBO
4;300435;50;0;PDU
4;300436;55;0;MDEO
4;300437;33;0;TBO
4;300438;64;0;TBO
4;300439;65;0;PDE
4;300440;73;5;MDEO
4;300441;74;4;PDE
4;300442;83;4;MDEO
4;300443;35;0;PDE
4;300444;22;0;PDE
4;300445;19;0;TBO
4;300446;37;0;PDE
4;300447;40;0;PDU
4;300448;56;0;MDEO
4;300449;21;0;TBO
4;300450;69;4;PDE
4;300451;20;4;MDEO
4;300452;25;0;TBO
4;300453;34;0;TBO
4;300454;34;1;SALTO
4;300455;63;0;SALTO
4;300456;69;2;PDE
4;300457;47;2;PDE
4;300458;84;2;SALTO
4;300459;56;0;PDU
4;300460;50;0;TBO
4;300461;33;0;TBO
4;300462;29;0;TBO
4;300463;43;0;SALTO
4;300464;53;0;PDU
4;300465;70;2;SALTO
4;300466;70;2;PDE
4;300467;39;0;SALTO
4;300468;58;0;SALTO
4;300469;22;0;PDE
4;300470;33;3;SALTO
4;300471;43;0;TBO
4;300472;56;0;PDE
4;300473;66;2;SALTO
4;300474;77;5;PDU
4;300475;23;0;PDU
4;300476;50;0;PDU
4;300477;68;4;PDU
4;300478;38;0;PDE
4;300479;69;4;SALTO
4;300480;74;5;SALTO
4;300481;55;0;PDE
4;300482;19;0;MDEO
4;300483;31;0;TBO
4;300484;63;0;SALTO
4;300485;81;4;PDU
4;300486;82;2;PDE
4;300487;70;5;MDEO
4;300488;83;3;TBO
4;300489;41;3;SALTO
4;300490;44;0;PDU
4;300491;37;0;PDE
4;300492;85;3;PDE
4;300493;26;0;PDE
4;300494;19;0;TBO
4;300495;19;0;TBO
4;300496;56;0;SALTO
4;300497;49;0;PDE
4;300498;69;1;SALTO
4;300499;67;4;SALTO
4;300500;81;1;TBO
4;300501;55;0;SALTO
4;300502;87;5;SALTO
4;300503;79;4;PDE
4;300504;48;0;PDU
4;300505;52;0;TBO
4;300506;32;0;TBO
4;300507;77;1;SALTO
4;300508;71;2;SALTO
4;300509;36;0;SALTO
4;300510;47;0;MDEO
4;300511;85;5;PDU
4;300512;49;0;MDEO
4;300513;54;0;SALTO
4;300514;31;0;PDE
4;300515;52;0;MDEO
4;300516;45;0;TBO
4;300517;87;2;PDE
4;300518;22;0;PDE
4;300519;79;3;TBO
4;300520;47;0;PDU
4;300521;70;1;PDU
4;300522;47;0;PDU
4;300523;52;0;TBO
4;300524;20;0;SALTO
4;300525;50;0;PDE
4;300526;82;3;SALTO
4;300527;64;0;MDEO
4;300528;32;0;SALTO
4;300529;79;4;SALTO
4;300530;77;2;PDU
4;300531;60;0;PDU
4;300532;78;1;PDE
4;300533;64;0;SALTO
4;300534;59;0;MDEO
4;300535;40;0;SALTO
4;300536;20;0;MDEO
4;300537;83;3;SALTO
4;300538;19;0;PDU
4;300539;48;0;PDU
4;300540;63;0;TBO
4;300541;39;0;MDEO
4;300542;23;0;MDEO
4;300543;88;1;TBO
4;300544;31;0;MDEO
4;300545;24;0;PDU
4;300546;66;4;SALTO
4;300547;43;0;TBO
4;300548;88;1;SALTO
4;300549;43;0;SALTO
4;300550;72;5;TBO
4;300551;74;5;TBO
5;300552;53;0;MDEO
5;300553;44;0;PDU
5;300554;30;0;PDU
5;300555;79;3;SALTO
5;300556;18;0;SALTO
5;300557;37;0;PDE
5;300558;38;0;PDE
5;300559;38;0;PDE
5;300560;48;0;MDEO
5;300561;56;2;SALTO
5;300562;25;4;PDE
5;300563;72;1;SALTO
5;300564;67;1;SALTO
5;300565;54;0;MDEO
5;300566;52;5;TBO
5;300567;20;0;PDU
5;300568;20;0;TBO
5;300569;63;0;PDU
5;300570;44;1;PDU
5;300571;76;2;SALTO
5;300572;41;0;TBO
5;300573;22;0;PDE
5;300574;49;3;TBO
5;300575;40;0;PDU
5;300576;63;0;PDE
5;300577;84;3;SALTO
5;300578;51;0;MDEO
5;300579;40;0;MDEO
5;300580;38;0;PDU
5;300581;58;0;SALTO
5;300582;76;2;PDU
5;300583;76;1;PDE
5;300584;60;2;PDU
5;300585;73;3;TBO
5;300586;33;0;PDE
5;300587;83;3;PDE
5;300588;47;0;PDE
5;300589;49;0;PDE
5;300590;80;5;PDU
5;300591;84;1;MDEO
5;300592;54;4;SALTO
5;300593;71;2;TBO
5;300594;45;0;SALTO
5;300595;77;5;MDEO
5;300596;38;0;PDE
5;300597;51;0;PDE
5;300598;60;4;TBO
5;300599;56;1;TBO
5;300600;45;0;SALTO
5;300601;57;0;PDU
5;300602;85;2;PDU
5;300603;29;0;PDE
5;300604;82;1;MDEO
5;300605;23;0;SALTO
5;300606;63;0;PDU
5;300607;19;0;TBO
5;300608;71;1;PDU
5;300609;46;0;PDU
5;300610;85;5;SALTO
5;300611;88;1;PDU
5;300612;39;0;TBO
5;300613;70;5;SALTO
5;300614;87;1;PDU
5;300615;68;2;MDEO
5;300616;84;5;SALTO
5;300617;69;2;PDU
5;300618;83;5;PDE
5;300619;47;0;MDEO
5;300620;57;0;PDU
5;300621;21;0;SALTO
5;300622;66;4;SALTO
5;300623;80;5;PDE
5;300624;68;1;MDEO
5;300625;44;0;PDE
5;300626;25;0;SALTO
5;300627;61;0;TBO
5;300628;26;0;PDU
5;300629;72;1;SALTO
5;300630;62;0;MDEO
5;300631;46;1;TBO
5;300632;44;0;PDU
5;300633;58;0;PDE
5;300634;48;0;SALTO
5;300635;67;5;PDE
5;300636;53;0;TBO
5;300637;89;5;MDEO
5;300638;62;0;SALTO
5;300639;65;0;PDU
5;300640;18;0;MDEO
5;300641;52;0;MDEO
5;300642;71;1;TBO
5;300643;38;0;PDU
5;300644;87;1;SALTO
5;300645;84;2;PDE
5;300646;69;4;TBO
5;300647;40;0;MDEO
5;300648;50;0;SALTO
5;300649;73;2;PDU
5;300650;88;5;SALTO
5;300651;38;0;PDE
5;300652;58;0;PDU
5;300653;37;0;PDU
5;300654;51;0;SALTO
5;300655;37;0;SALTO
5;300656;35;0;PDU
5;300657;84;4;PDU
5;300658;45;0;SALTO
5;300659;65;0;TBO
5;300660;69;3;PDU
5;300661;47;0;PDU
5;300662;56;0;MDEO
5;300663;60;3;PDE
5;300664;49;0;PDE
5;300665;88;3;TBO
5;300666;82;1;PDU
5;300667;46;0;PDU
5;300668;60;0;PDU
5;300669;63;0;TBO
5;300670;62;0;SALTO
5;300671;27;0;PDE
5;300672;49;0;MDEO
5;300673;20;0;PDU
5;300674;45;0;TBO
5;300675;61;0;SALTO
5;300676;54;0;PDE
5;300677;25;0;SALTO
5;300678;54;0;SALTO
5;300679;80;3;SALTO
5;300680;56;4;PDE
5;300681;84;2;SALTO
5;300682;44;0;TBO
5;300683;56;0;TBO
5;300684;25;0;TBO
5;300685;22;4;PDU
5;300686;39;0;TBO
5;300687;29;0;TBO
5;300688;74;5;MDEO
5;300689;74;4;MDEO
5;300690;80;2;PDE
5;300691;37;0;SALTO
5;300692;19;3;TBO
5;300693;19;0;TBO
5;300694;74;3;PDU
5;300695;31;0;TBO
5;300696;80;2;SALTO
5;300697;41;0;TBO
5;300698;35;0;PDE
5;300699;53;0;TBO
5;300700;51;0;PDE
5;300701;28;0;SALTO
