Momento;CI;edad;riesgo;departamento
1;200254;71;4;Soriano
1;200255;67;4;Montevideo
1;200256;78;3;San José
1;200257;32;0;Florida
1;200258;71;4;Canelones
1;200259;33;0;Lavalleja
1;200260;78;3;Durazno
1;200261;63;0;Maldonado
1;200262;26;0;Montevideo
1;200263;62;0;Rivera
1;200264;55;0;Paysandú
1;200265;45;1;San José
1;200266;73;2;Soriano
1;200267;69;2;Montevideo
1;200268;47;0;Lavalleja
1;200269;76;5;Tacuarembó
1;200270;20;0;Salto
1;200271;60;0;Florida
1;200272;43;0;San José
1;200273;60;0;Artigas
1;200274;66;5;Salto
1;200275;47;0;San José
1;200276;66;5;Rocha
1;200277;75;2;Paysandú
1;200278;31;0;Río Negro
1;200279;68;1;Soriano
1;200280;19;0;Canelones
1;200281;28;0;Paysandú
1;200282;41;0;Rocha
1;200283;18;0;Salto
1;200284;79;4;Colonia
1;200285;79;2;San José
1;200286;20;0;Colonia
1;200287;33;0;Paysandú
1;200288;25;5;Treinta y Tres
1;200289;28;0;Treinta y Tres
1;200290;49;0;Tacuarembó
1;200291;66;3;Lavalleja
1;200292;77;1;Canelones
1;200293;64;0;Durazno
1;200294;37;5;Flores
1;200295;56;0;Artigas
1;200296;73;4;Tacuarembó
1;200297;65;0;Flores
1;200298;65;0;Maldonado
1;200299;70;3;Canelones
1;200300;23;0;Cerro Largo
1;200301;29;0;Montevideo
1;200302;75;2;Rocha
1;200303;66;5;Rivera
1;200304;37;0;Florida
1;200305;37;0;Paysandú
1;200306;25;0;Cerro Largo
1;200307;22;5;Cerro Largo
1;200308;36;0;Rocha
1;200309;23;0;Montevideo
1;200310;43;0;Artigas
1;200311;48;0;Paysandú
1;200312;43;0;Paysandú
1;200313;31;0;Montevideo
1;200314;58;0;Rivera
1;200315;34;0;Flores
1;200316;34;0;Cerro Largo
1;200317;25;0;Montevideo
1;200318;47;0;Artigas
1;200319;71;3;San José
1;200320;46;0;Flores
1;200321;31;0;Lavalleja
1;200322;42;0;Treinta y Tres
1;200323;42;0;Florida
1;200324;61;0;Treinta y Tres
1;200325;60;0;Salto
1;200326;56;0;Rocha
1;200327;59;0;Montevideo
1;200328;25;0;Rivera
1;200329;33;0;Canelones
1;200330;51;0;Montevideo
1;200331;22;0;Artigas
1;200332;46;0;Cerro Largo
1;200333;46;1;Treinta y Tres
1;200334;37;0;Maldonado
1;200335;53;0;San José
1;200336;45;0;Tacuarembó
1;200337;72;4;Colonia
1;200338;50;0;Salto
1;200339;56;0;Treinta y Tres
1;200340;39;0;Artigas
1;200341;45;0;Durazno
1;200342;24;0;Cerro Largo
1;200343;38;0;Lavalleja
1;200344;23;1;Salto
1;200345;63;0;Paysandú
1;200346;35;0;San José
1;200347;54;0;Canelones
1;200348;20;0;Paysandú
1;200349;26;0;Río Negro
1;200350;23;0;Salto
1;200351;62;0;Lavalleja
1;200352;65;0;Tacuarembó
1;200353;73;3;Artigas
1;200354;26;0;Artigas
1;200355;28;0;Treinta y Tres
1;200356;33;0;Cerro Largo
1;200357;66;3;Florida
1;200358;18;0;Salto
1;200359;36;0;Tacuarembó
1;200360;78;3;Lavalleja
1;200361;69;5;Soriano
1;200362;63;0;Durazno
1;200363;51;0;Treinta y Tres
1;200364;48;0;Rocha
1;200365;77;3;Montevideo
1;200366;70;3;Lavalleja
1;200367;32;0;Río Negro
1;200368;45;0;Lavalleja
1;200369;70;1;Durazno
1;200370;40;0;Tacuarembó
1;200371;56;0;Paysandú
1;200372;47;0;Rivera
1;200373;33;0;Tacuarembó
1;200374;54;0;Río Negro
1;200375;36;0;Tacuarembó
1;200376;62;0;Cerro Largo
1;200377;28;0;Rivera
1;200378;78;5;Canelones
1;200379;41;0;Paysandú
1;200380;40;0;Lavalleja
1;200381;66;3;Río Negro
1;200382;65;0;Tacuarembó
1;200383;30;0;Soriano
1;200384;55;0;Maldonado
1;200385;60;5;Lavalleja
1;200386;55;4;Maldonado
1;200387;29;0;Paysandú
1;200388;32;0;Lavalleja
1;200389;64;0;Lavalleja
1;200390;48;0;Río Negro
1;200391;38;0;Montevideo
1;200392;67;1;Cerro Largo
1;200393;33;0;Salto
1;200394;29;0;Río Negro
1;200395;54;0;Colonia
1;200396;22;0;Artigas
1;200397;29;0;San José
1;200398;29;0;Río Negro
1;200399;50;0;Flores
1;200400;57;0;Durazno
1;200401;19;2;Maldonado
1;200402;58;0;Treinta y Tres
1;200403;41;0;Rocha
1;200404;35;5;Río Negro
1;200405;26;0;Tacuarembó
1;200406;28;0;Río Negro
1;200407;79;5;Salto
1;200408;70;5;San José
1;200409;38;0;San José
1;200410;29;0;Montevideo
1;200411;22;0;Paysandú
1;200412;44;0;San José
1;200413;26;0;Cerro Largo
1;200414;32;0;Montevideo
1;200415;66;2;San José
1;200416;47;0;Florida
1;200417;35;0;Durazno
1;200418;28;0;Río Negro
1;200419;72;2;Maldonado
1;200420;79;2;Lavalleja
1;200421;29;3;Flores
1;200422;42;0;Montevideo
1;200423;44;0;Lavalleja
1;200424;36;0;San José
1;200425;56;0;Rocha
1;200426;55;0;Río Negro
1;200427;28;0;San José
1;200428;75;4;Treinta y Tres
1;200429;38;0;Cerro Largo
1;200430;67;3;Cerro Largo
1;200431;69;3;Florida
1;200432;77;4;Cerro Largo
1;200433;25;0;Florida
1;200434;66;1;Artigas
1;200435;67;3;Florida
1;200436;69;5;Flores
1;200437;27;0;Salto
1;200438;33;0;Canelones
1;200439;55;0;Cerro Largo
1;200440;74;2;Soriano
1;200441;68;4;Montevideo
1;200442;39;0;Durazno
1;200443;69;1;Rocha
1;200444;24;0;Montevideo
1;200445;29;0;San José
1;200446;72;1;Soriano
1;200447;62;0;Río Negro
1;200448;39;0;Flores
1;200449;51;0;Colonia
1;200450;70;2;San José
1;200451;70;1;Soriano
1;200452;64;0;Río Negro
1;200453;37;0;Cerro Largo
1;200454;19;0;Montevideo
1;200455;40;0;Flores
1;200456;62;0;Rivera
1;200457;50;0;San José
1;200458;46;0;Soriano
1;200459;31;0;Artigas
1;200460;37;0;Lavalleja
1;200461;64;0;Treinta y Tres
1;200462;69;5;Paysandú
1;200463;78;4;Florida
1;200464;24;0;Rocha
1;200465;30;2;Treinta y Tres
1;200466;28;0;Soriano
1;200467;66;4;San José
1;200468;23;0;Rocha
1;200469;38;0;Artigas
1;200470;71;2;Durazno
1;200471;72;3;Soriano
1;200472;78;5;Cerro Largo
1;200473;38;0;Río Negro
1;200474;46;0;Río Negro
1;200475;57;0;Tacuarembó
1;200476;25;0;San José
1;200477;77;3;Río Negro
1;200478;40;0;Salto
1;200479;31;0;Durazno
1;200480;30;0;Maldonado
1;200481;50;0;Rivera
1;200482;46;0;Lavalleja
1;200483;33;2;Colonia
1;200484;27;0;San José
1;200485;37;0;Tacuarembó
1;200486;51;0;Colonia
1;200487;79;5;Maldonado
1;200488;35;0;Durazno
1;200489;69;1;Florida
1;200490;23;0;Treinta y Tres
1;200491;65;0;Cerro Largo
1;200492;37;0;Rivera
1;200493;34;0;Flores
1;200494;30;0;Maldonado
1;200495;49;0;Paysandú
1;200496;76;5;Río Negro
1;200497;19;0;Cerro Largo
1;200498;66;1;Rocha
1;200499;68;5;Tacuarembó
1;200500;43;4;Río Negro
1;200501;33;0;Maldonado
1;200502;37;0;Artigas
1;200503;33;0;Lavalleja
1;200504;29;0;Salto
1;200505;31;0;Paysandú
1;200506;62;0;Salto
1;200507;60;0;Maldonado
1;200508;35;0;Cerro Largo
1;200509;33;1;Durazno
1;200510;54;0;Maldonado
1;200511;32;0;Colonia
1;200512;24;0;Maldonado
1;200513;28;0;Río Negro
1;200514;46;0;Río Negro
1;200515;23;0;Treinta y Tres
1;200516;49;3;San José
1;200517;22;0;Flores
1;200518;73;5;Canelones
1;200519;50;0;Maldonado
1;200520;47;0;Canelones
1;200521;35;0;Río Negro
1;200522;50;0;Rocha
1;200523;62;0;Montevideo
1;200524;71;2;Cerro Largo
1;200525;48;0;Durazno
1;200526;67;3;Treinta y Tres
1;200527;51;0;Río Negro
1;200528;18;0;Maldonado
1;200529;71;4;Montevideo
1;200530;19;0;Treinta y Tres
1;200531;50;0;Flores
1;200532;66;3;Flores
1;200533;38;0;Cerro Largo
1;200534;37;0;Artigas
1;200535;44;0;Salto
1;200536;47;0;Canelones
1;200537;69;4;Soriano
1;200538;64;0;Treinta y Tres
1;200539;47;0;Rivera
1;200540;41;0;San José
1;200541;22;0;Colonia
1;200542;63;0;Cerro Largo
1;200543;72;5;San José
1;200544;61;1;Maldonado
1;200545;66;1;Durazno
1;200546;74;3;Salto
1;200547;68;4;Durazno
1;200548;25;0;Flores
1;200549;32;0;Soriano
1;200550;37;0;Montevideo
1;200551;20;0;Rocha
1;200552;51;5;Tacuarembó
1;200553;74;1;Soriano
1;200554;35;0;Treinta y Tres
1;200555;29;0;Canelones
1;200556;26;0;Durazno
1;200557;36;0;Maldonado
1;200558;24;0;Artigas
1;200559;26;0;Paysandú
1;200560;19;0;Paysandú
1;200561;37;0;Salto
1;200562;58;1;Salto
1;200563;64;0;Florida
1;200564;64;0;San José
1;200565;45;0;Rivera
1;200566;51;0;Soriano
1;200567;29;0;Colonia
1;200568;67;2;Durazno
1;200569;50;0;Rocha
1;200570;78;5;Florida
1;200571;23;0;Colonia
1;200572;37;0;Colonia
1;200573;65;0;Tacuarembó
1;200574;67;5;Rivera
1;200575;38;0;San José
1;200576;74;3;Florida
1;200577;74;4;Maldonado
1;200578;36;3;Artigas
1;200579;61;0;Durazno
1;200580;28;0;Maldonado
1;200581;44;0;Treinta y Tres
1;200582;18;0;Lavalleja
1;200583;53;0;Soriano
1;200584;79;4;Treinta y Tres
1;200585;28;1;San José
1;200586;30;0;Salto
1;200587;45;0;Maldonado
1;200588;67;1;Lavalleja
1;200589;59;0;Rivera
1;200590;45;0;Rocha
1;200591;58;1;Artigas
1;200592;68;5;Paysandú
1;200593;35;2;Cerro Largo
1;200594;75;3;Lavalleja
1;200595;70;4;San José
1;200596;59;0;Tacuarembó
1;200597;29;0;Artigas
1;200598;30;0;Tacuarembó
1;200599;19;0;Paysandú
1;200600;19;0;Colonia
1;200601;32;0;Montevideo
1;200602;75;4;Florida
1;200603;39;0;Maldonado
1;200604;63;0;Florida
1;200605;50;0;Soriano
1;200606;23;0;Rocha
1;200607;42;0;Lavalleja
1;200608;31;0;Durazno
1;200609;41;0;Soriano
1;200610;45;0;Montevideo
1;200611;69;2;Cerro Largo
1;200612;45;0;Maldonado
1;200613;40;0;Tacuarembó
1;200614;60;0;Lavalleja
1;200615;43;0;Lavalleja
1;200616;40;0;Río Negro
1;200617;79;1;San José
1;200618;41;0;Treinta y Tres
1;200619;46;0;San José
1;200620;42;0;Artigas
1;200621;69;1;Paysandú
1;200622;71;1;Maldonado
1;200623;24;0;Montevideo
1;200624;61;0;Soriano
1;200625;22;0;Montevideo
1;200626;63;0;Colonia
1;200627;24;0;Rivera
1;200628;36;0;Colonia
1;200629;27;0;Tacuarembó
1;200630;39;0;Tacuarembó
1;200631;57;4;Artigas
1;200632;20;0;Rocha
1;200633;47;0;Río Negro
1;200634;78;4;San José
1;200635;55;0;Rivera
1;200636;37;0;Paysandú
1;200637;23;0;San José
1;200638;79;2;Tacuarembó
1;200639;48;0;Montevideo
1;200640;51;0;Rocha
1;200641;37;0;Canelones
1;200642;40;0;Rivera
1;200643;69;1;Paysandú
1;200644;25;0;Tacuarembó
1;200645;79;5;Artigas
1;200646;32;0;Salto
1;200647;50;0;Colonia
1;200648;56;0;Rivera
1;200649;47;0;Durazno
1;200650;31;0;Río Negro
1;200651;30;0;Flores
1;200652;61;0;Río Negro
1;200653;69;1;Montevideo
1;200654;61;0;Río Negro
1;200655;45;0;Cerro Largo
1;200656;19;0;Soriano
1;200657;22;0;Río Negro
1;200658;65;0;Maldonado
1;200659;38;0;Salto
1;200660;28;0;Rivera
1;200661;48;0;Artigas
1;200662;67;2;Durazno
1;200663;38;0;Salto
1;200664;61;0;Montevideo
1;200665;19;0;Rivera
1;200666;42;0;Soriano
1;200667;21;0;Canelones
1;200668;65;0;Colonia
1;200669;39;0;Cerro Largo
1;200670;46;0;Río Negro
1;200671;30;0;Río Negro
1;200672;35;0;Colonia
1;200673;42;0;Salto
1;200674;70;4;Lavalleja
1;200675;50;0;Canelones
1;200676;50;0;Soriano
1;200677;46;0;Canelones
1;200678;39;0;Paysandú
1;200679;20;0;Colonia
1;200680;50;0;Artigas
1;200681;21;0;Río Negro
1;200682;44;0;Tacuarembó
1;200683;23;0;Durazno
1;200684;33;0;Durazno
1;200685;50;0;San José
1;200686;19;0;Río Negro
1;200687;33;1;Rivera
1;200688;65;0;Soriano
1;200689;20;0;Tacuarembó
1;200690;39;0;Maldonado
1;200691;33;0;Artigas
1;200692;58;0;Rocha
1;200693;43;0;Colonia
1;200694;20;0;Cerro Largo
1;200695;72;4;San José
1;200696;24;0;San José
1;200697;20;0;Florida
1;200698;59;0;Río Negro
1;200699;73;1;Tacuarembó
1;200700;22;0;Río Negro
1;200701;48;0;Flores
1;200702;32;0;Rivera
1;200703;25;0;Flores
1;200704;66;5;Montevideo
1;200705;27;0;Soriano
1;200706;74;3;Rivera
1;200707;46;0;Montevideo
1;200708;65;0;Treinta y Tres
1;200709;19;0;Canelones
1;200710;45;0;Río Negro
1;200711;43;0;Cerro Largo
1;200712;43;0;Flores
1;200713;50;0;Salto
1;200714;34;0;Treinta y Tres
1;200715;45;0;Soriano
1;200716;53;3;Rocha
1;200717;23;0;Flores
1;200718;31;0;Cerro Largo
1;200719;18;0;Artigas
1;200720;34;0;Salto
1;200721;71;4;Salto
1;200722;58;0;Treinta y Tres
1;200723;39;3;Artigas
1;200724;43;0;Artigas
1;200725;72;4;Montevideo
1;200726;53;0;Durazno
1;200727;44;0;Río Negro
1;200728;59;0;Soriano
1;200729;50;0;Rivera
1;200730;22;0;Rivera
1;200731;52;0;Rivera
1;200732;72;1;Artigas
1;200733;63;0;Rocha
1;200734;22;0;Tacuarembó
1;200735;72;2;San José
1;200736;63;0;Montevideo
1;200737;68;1;Rocha
1;200738;66;4;Soriano
1;200739;44;0;Durazno
1;200740;61;0;San José
1;200741;70;5;Durazno
1;200742;44;0;Cerro Largo
1;200743;42;0;Florida
1;200744;79;5;Montevideo
1;200745;30;0;Cerro Largo
1;200746;30;0;Cerro Largo
1;200747;34;0;Cerro Largo
1;200748;72;4;Soriano
1;200749;29;0;Colonia
1;200750;55;0;San José
1;200751;50;0;Flores
1;200752;48;0;Rocha
1;200753;26;0;Río Negro
1;200754;77;2;Montevideo
1;200755;24;0;Treinta y Tres
1;200756;24;0;San José
1;200757;18;2;San José
1;200758;38;0;Maldonado
1;200759;49;0;Florida
1;200760;47;0;Maldonado
1;200761;64;0;San José
1;200762;57;0;Soriano
1;200763;77;4;Montevideo
1;200764;57;0;Rocha
1;200765;76;4;Río Negro
1;200766;31;0;Flores
1;200767;60;0;Lavalleja
1;200768;46;0;Maldonado
1;200769;74;5;Lavalleja
1;200770;47;4;Soriano
1;200771;27;0;Salto
1;200772;53;0;Durazno
1;200773;51;0;Colonia
1;200774;59;0;Rivera
1;200775;33;0;Tacuarembó
1;200776;63;0;Florida
1;200777;54;0;Paysandú
1;200778;77;1;Colonia
1;200779;28;1;Soriano
1;200780;74;1;Cerro Largo
1;200781;25;0;Cerro Largo
1;200782;27;0;Tacuarembó
1;200783;43;0;Rivera
1;200784;26;0;Treinta y Tres
1;200785;42;0;Treinta y Tres
1;200786;52;0;Durazno
1;200787;44;2;Treinta y Tres
1;200788;51;0;Río Negro
1;200789;56;1;Rivera
1;200790;32;0;Rocha
1;200791;68;4;Flores
1;200792;63;0;Paysandú
1;200793;74;5;Montevideo
1;200794;56;0;Soriano
1;200795;44;0;Río Negro
1;200796;50;0;Durazno
1;200797;59;1;Rivera
1;200798;33;0;Flores
1;200799;60;0;Lavalleja
1;200800;63;0;Paysandú
1;200801;78;2;Florida
1;200802;46;3;Durazno
1;200803;26;0;Lavalleja
1;200804;18;0;Montevideo
1;200805;54;0;Maldonado
1;200806;41;0;Florida
1;200807;26;0;Montevideo
1;200808;28;0;Canelones
1;200809;65;0;Canelones
1;200810;53;0;Rivera
1;200811;39;0;Rivera
1;200812;40;0;San José
1;200813;66;4;Rocha
1;200814;35;0;Río Negro
1;200815;65;0;Paysandú
1;200816;38;0;Durazno
1;200817;33;0;Artigas
1;200818;32;0;Río Negro
1;200819;74;3;Tacuarembó
1;200820;60;0;Colonia
1;200821;69;1;Tacuarembó
1;200822;58;0;Florida
1;200823;74;3;Canelones
1;200824;29;0;Tacuarembó
1;200825;62;0;Durazno
1;200826;77;3;Lavalleja
1;200827;54;0;Durazno
1;200828;32;2;Montevideo
1;200829;45;0;Maldonado
1;200830;39;0;Treinta y Tres
1;200831;29;0;Maldonado
1;200832;52;0;Florida
1;200833;62;0;Artigas
1;200834;52;0;Rocha
1;200835;72;2;Colonia
1;200836;38;0;San José
1;200837;65;0;Durazno
1;200838;25;0;Treinta y Tres
1;200839;35;0;Rivera
1;200840;49;0;Treinta y Tres
1;200841;26;0;Lavalleja
1;200842;32;0;Canelones
1;200843;25;0;Montevideo
1;200844;36;4;Canelones
1;200845;44;0;Durazno
1;200846;77;1;Salto
1;200847;47;0;Cerro Largo
1;200848;31;0;Montevideo
1;200849;49;0;Treinta y Tres
1;200850;24;0;Flores
1;200851;49;0;Artigas
1;200852;71;2;Tacuarembó
1;200853;28;3;Canelones
1;200854;32;0;Flores
1;200855;46;0;Montevideo
1;200856;23;0;Canelones
1;200857;75;3;Paysandú
1;200858;49;0;San José
1;200859;55;0;Rocha
1;200860;32;0;Treinta y Tres
1;200861;24;0;Tacuarembó
1;200862;34;0;Río Negro
1;200863;47;0;Montevideo
1;200864;55;0;Florida
1;200865;31;0;Durazno
1;200866;22;0;Lavalleja
1;200867;60;0;Canelones
1;200868;18;1;Tacuarembó
1;200869;46;0;Lavalleja
1;200870;42;0;Canelones
1;200871;55;0;Canelones
1;200872;25;0;Durazno
1;200873;74;3;Salto
1;200874;70;3;Salto
1;200875;49;0;Montevideo
1;200876;42;0;Lavalleja
1;200877;60;0;Montevideo
1;200878;38;5;San José
1;200879;26;5;Maldonado
1;200880;78;4;Tacuarembó
1;200881;35;0;Salto
1;200882;24;0;Lavalleja
1;200883;76;5;Rocha
1;200884;75;2;Rocha
1;200885;70;1;Paysandú
1;200886;72;3;Cerro Largo
1;200887;60;0;Florida
1;200888;68;3;Artigas
1;200889;41;0;Salto
1;200890;24;0;Rivera
1;200891;73;4;Tacuarembó
1;200892;38;0;Montevideo
1;200893;79;3;San José
1;200894;46;1;Canelones
1;200895;47;0;Colonia
1;200896;30;0;Lavalleja
1;200897;44;5;Montevideo
1;200898;32;0;San José
1;200899;59;0;Canelones
1;200900;44;0;Tacuarembó
1;200901;59;0;Rocha
1;200902;62;0;Durazno
1;200903;62;0;Rivera
1;200904;66;3;Tacuarembó
1;200905;37;0;Durazno
1;200906;39;0;Durazno
1;200907;19;0;Soriano
1;200908;36;0;Rocha
1;200909;76;4;Río Negro
1;200910;49;0;Artigas
1;200911;51;0;Canelones
1;200912;56;0;Tacuarembó
1;200913;57;0;Lavalleja
1;200914;40;0;Durazno
1;200915;45;0;Rivera
1;200916;23;0;Rivera
1;200917;47;0;Montevideo
1;200918;47;0;Flores
1;200919;54;0;Florida
1;200920;62;0;Colonia
1;200921;40;0;Cerro Largo
1;200922;26;0;Montevideo
1;200923;75;5;Lavalleja
1;200924;43;0;Río Negro
1;200925;36;0;Artigas
1;200926;22;0;San José
1;200927;19;0;Paysandú
1;200928;49;0;Florida
1;200929;49;5;Rocha
1;200930;72;4;Flores
1;200931;72;1;Artigas
1;200932;37;0;Tacuarembó
1;200933;48;0;Colonia
1;200934;19;0;Florida
1;200935;19;0;Río Negro
1;200936;30;0;Artigas
1;200937;36;0;Flores
1;200938;40;0;Río Negro
1;200939;61;0;Florida
1;200940;66;5;Lavalleja
1;200941;21;0;Soriano
1;200942;61;0;Paysandú
1;200943;51;0;Río Negro
1;200944;57;0;Flores
1;200945;19;0;San José
1;200946;35;0;Maldonado
1;200947;32;0;Cerro Largo
1;200948;54;0;Cerro Largo
1;200949;23;0;Florida
1;200950;42;0;Flores
1;200951;78;3;Montevideo
1;200952;36;0;Tacuarembó
1;200953;26;0;Soriano
1;200954;48;0;Cerro Largo
1;200955;53;0;Soriano
